seller_id,seller_zip_code_prefix,seller_city,seller_state,updated_at,_ingested_at,_source_file,_batch_id
a416b6a846a11724393025641d4edd5e,03702,sao paulo,SP,2016-01-01 00:00:00.000000,2026-08-27T05:17:09.287600+00:00,D:/D drive recovery/Shiva JH/Projects/OneLake Medallion/data/landing/_reference/sellers.parquet,_reference
7e93a43ef30c4f03f38b393420bc753a,06429,barueri,SP,2016-01-01 00:00:00.000000,2026-08-27T05:17:09.287600+00:00,D:/D drive recovery/Shiva JH/Projects/OneLake Medallion/data/landing/_reference/sellers.parquet,_reference
ef506c96320abeedfb894c34db06f478,03569,sao paulo,SP,2016-01-01 00:00:00.000000,2026-08-27T05:17:09.287600+00:00,D:/D drive recovery/Shiva JH/Projects/OneLake Medallion/data/landing/_reference/sellers.parquet,_reference
7299e27ed73d2ad986de7f7c77d919fa,38440,araguari,MG,2016-01-01 00:00:00.000000,2026-08-27T05:17:09.287600+00:00,D:/D drive recovery/Shiva JH/Projects/OneLake Medallion/data/landing/_reference/sellers.parquet,_reference
b2479f944e1b90cf8a5de1bbfde284d6,14940,ibitinga,SP,2016-01-01 00:00:00.000000,2026-08-27T05:17:09.287600+00:00,D:/D drive recovery/Shiva JH/Projects/OneLake Medallion/data/landing/_reference/sellers.parquet,_reference
7722b1df1b0e383e000397b2c11e3e19,09715,sao bernardo do campo,SP,2016-01-01 00:00:00.000000,2026-08-27T05:17:09.287600+00:00,D:/D drive recovery/Shiva JH/Projects/OneLake Medallion/data/landing/_reference/sellers.parquet,_reference
4e7c18b98d84e05cbae3ff0ff03846c2,14882,jaboticabal,SP,2016-01-01 00:00:00.000000,2026-08-27T05:17:09.287600+00:00,D:/D drive recovery/Shiva JH/Projects/OneLake Medallion/data/landing/_reference/sellers.parquet,_reference
b56906f7fd1696e043f1bcce164c487b,19830,echapora,SP,2016-01-01 00:00:00.000000,2026-08-27T05:17:09.287600+00:00,D:/D drive recovery/Shiva JH/Projects/OneLake Medallion/data/landing/_reference/sellers.parquet,_reference
d650b663c3b5f6fb392b6326366efa9a,06713,cotia,SP,2016-01-01 00:00:00.000000,2026-08-27T05:17:09.287600+00:00,D:/D drive recovery/Shiva JH/Projects/OneLake Medallion/data/landing/_reference/sellers.parquet,_reference
669ae81880e08f269a64487cfb287169,89160,rio do sul,SC,2016-01-01 00:00:00.000000,2026-08-27T05:17:09.287600+00:00,D:/D drive recovery/Shiva JH/Projects/OneLake Medallion/data/landing/_reference/sellers.parquet,_reference
c2d70ce2c5d0a2eb75e78668236e6dc8,04275,sao paulo,SP,2016-01-01 00:00:00.000000,2026-08-27T05:17:09.287600+00:00,D:/D drive recovery/Shiva JH/Projects/OneLake Medallion/data/landing/_reference/sellers.parquet,_reference
abe42c5d03695b4257b5c6cbf4e6784e,21235,rio de janeiro,RJ,2016-01-01 00:00:00.000000,2026-08-27T05:17:09.287600+00:00,D:/D drive recovery/Shiva JH/Projects/OneLake Medallion/data/landing/_reference/sellers.parquet,_reference
83353a83fd769dfafa4f21a72b15e3e5,05786,sao paulo,SP,2016-01-01 00:00:00.000000,2026-08-27T05:17:09.287600+00:00,D:/D drive recovery/Shiva JH/Projects/OneLake Medallion/data/landing/_reference/sellers.parquet,_reference
709e16e2b25c7474d980076c6bfc4806,16200,birigui,SP,2016-01-01 00:00:00.000000,2026-08-27T05:17:09.287600+00:00,D:/D drive recovery/Shiva JH/Projects/OneLake Medallion/data/landing/_reference/sellers.parquet,_reference
276677b5d08786d5dce7c2149dcce48b,31730,belo horizonte,MG,2016-01-01 00:00:00.000000,2026-08-27T05:17:09.287600+00:00,D:/D drive recovery/Shiva JH/Projects/OneLake Medallion/data/landing/_reference/sellers.parquet,_reference
99cd94252748d2bdde08e17858233602,12401,sao paulo,SP,2016-01-01 00:00:00.000000,2026-08-27T05:17:09.287600+00:00,D:/D drive recovery/Shiva JH/Projects/OneLake Medallion/data/landing/_reference/sellers.parquet,_reference
8bb48dc19fccaa8613b6229bf7f452a2,19803,assis,SP,2016-01-01 00:00:00.000000,2026-08-27T05:17:09.287600+00:00,D:/D drive recovery/Shiva JH/Projects/OneLake Medallion/data/landing/_reference/sellers.parquet,_reference
ad87df7699e83b8a91822a4a0b765c3a,13820,jaguariuna,SP,2016-01-01 00:00:00.000000,2026-08-27T05:17:09.287600+00:00,D:/D drive recovery/Shiva JH/Projects/OneLake Medallion/data/landing/_reference/sellers.parquet,_reference
d6b664fa0667064c6d76394e7848d790,14801,araraquara,SP,2016-01-01 00:00:00.000000,2026-08-27T05:17:09.287600+00:00,D:/D drive recovery/Shiva JH/Projects/OneLake Medallion/data/landing/_reference/sellers.parquet,_reference
1d4587203296c8f4ad134dc286fa6db0,05101,sao paulo,SP,2016-01-01 00:00:00.000000,2026-08-27T05:17:09.287600+00:00,D:/D drive recovery/Shiva JH/Projects/OneLake Medallion/data/landing/_reference/sellers.parquet,_reference
0c8380b62e38e8a1e6adbeba7eb9688c,37410,tres coracoes,MG,2016-01-01 00:00:00.000000,2026-08-27T05:17:09.287600+00:00,D:/D drive recovery/Shiva JH/Projects/OneLake Medallion/data/landing/_reference/sellers.parquet,_reference
37be5a7c751166fbc5f8ccba4119e043,04248,sao paulo,SP,2016-01-01 00:00:00.000000,2026-08-27T05:17:09.287600+00:00,D:/D drive recovery/Shiva JH/Projects/OneLake Medallion/data/landing/_reference/sellers.parquet,_reference
44073f8b7e41514de3b7815dd0237f4f,71070,brasilia,DF,2016-01-01 00:00:00.000000,2026-08-27T05:17:09.287600+00:00,D:/D drive recovery/Shiva JH/Projects/OneLake Medallion/data/landing/_reference/sellers.parquet,_reference
7b07b3c7487f0ea825fc6df75abd658b,02016,sao paulo,SP,2016-01-01 00:00:00.000000,2026-08-27T05:17:09.287600+00:00,D:/D drive recovery/Shiva JH/Projects/OneLake Medallion/data/landing/_reference/sellers.parquet,_reference
99002261c568a84cce14d43fcffb43ea,78095,cuiaba,MT,2016-01-01 00:00:00.000000,2026-08-27T05:17:09.287600+00:00,D:/D drive recovery/Shiva JH/Projects/OneLake Medallion/data/landing/_reference/sellers.parquet,_reference
099095b050cfe8eb1ddff5317587e96e,03322,sao paulo,SP,2016-01-01 00:00:00.000000,2026-08-27T05:17:09.287600+00:00,D:/D drive recovery/Shiva JH/Projects/OneLake Medallion/data/landing/_reference/sellers.parquet,_reference
82e0a475a88cc9595229d8029273f045,03417,sao paulo,SP,2016-01-01 00:00:00.000000,2026-08-27T05:17:09.287600+00:00,D:/D drive recovery/Shiva JH/Projects/OneLake Medallion/data/landing/_reference/sellers.parquet,_reference
b18dc380845b24038cfc48006478f099,09951,diadema,SP,2016-01-01 00:00:00.000000,2026-08-27T05:17:09.287600+00:00,D:/D drive recovery/Shiva JH/Projects/OneLake Medallion/data/landing/_reference/sellers.parquet,_reference
f021c962aaba8ef6eb527a9c2c8394d1,88301,itajai,SC,2016-01-01 00:00:00.000000,2026-08-27T05:17:09.287600+00:00,D:/D drive recovery/Shiva JH/Projects/OneLake Medallion/data/landing/_reference/sellers.parquet,_reference
a513150f33f99a06569e9cd5c4bb889b,01545,sao paulo,SP,2016-01-01 00:00:00.000000,2026-08-27T05:17:09.287600+00:00,D:/D drive recovery/Shiva JH/Projects/OneLake Medallion/data/landing/_reference/sellers.parquet,_reference
f12ff17ad8bbf01ec5c33b17e506649b,03186,sao paulo,SP,2016-01-01 00:00:00.000000,2026-08-27T05:17:09.287600+00:00,D:/D drive recovery/Shiva JH/Projects/OneLake Medallion/data/landing/_reference/sellers.parquet,_reference
6a8a889bde935bafa76d7848782dfaf9,02839,sao paulo,SP,2016-01-01 00:00:00.000000,2026-08-27T05:17:09.287600+00:00,D:/D drive recovery/Shiva JH/Projects/OneLake Medallion/data/landing/_reference/sellers.parquet,_reference
229c3efbfb0ea2058de4ccdfbc3d784a,30190,belo horizonte,MG,2016-01-01 00:00:00.000000,2026-08-27T05:17:09.287600+00:00,D:/D drive recovery/Shiva JH/Projects/OneLake Medallion/data/landing/_reference/sellers.parquet,_reference
fa40cc5b934574b62717c68f3d678b6d,02310,sao paulo,SP,2016-01-01 00:00:00.000000,2026-08-27T05:17:09.287600+00:00,D:/D drive recovery/Shiva JH/Projects/OneLake Medallion/data/landing/_reference/sellers.parquet,_reference
8e34331b7eedd03be4e5d965c1956225,04009,sao paulo,SP,2016-01-01 00:00:00.000000,2026-08-27T05:17:09.287600+00:00,D:/D drive recovery/Shiva JH/Projects/OneLake Medallion/data/landing/_reference/sellers.parquet,_reference
aaed1309374718fdd995ee4c58c9dfcd,89120,timbo,SC,2016-01-01 00:00:00.000000,2026-08-27T05:17:09.287600+00:00,D:/D drive recovery/Shiva JH/Projects/OneLake Medallion/data/landing/_reference/sellers.parquet,_reference
9e6229250fedbe05838fef417b74e7fb,16800,mirandopolis,SP,2016-01-01 00:00:00.000000,2026-08-27T05:17:09.287600+00:00,D:/D drive recovery/Shiva JH/Projects/OneLake Medallion/data/landing/_reference/sellers.parquet,_reference
817245bcc3badd82bbd222e0366951a6,17056,bauru,SP,2016-01-01 00:00:00.000000,2026-08-27T05:17:09.287600+00:00,D:/D drive recovery/Shiva JH/Projects/OneLake Medallion/data/landing/_reference/sellers.parquet,_reference
caa9bc43a9fe8cf9c564ddd8a03cc4a6,12308,jacarei,SP,2016-01-01 00:00:00.000000,2026-08-27T05:17:09.287600+00:00,D:/D drive recovery/Shiva JH/Projects/OneLake Medallion/data/landing/_reference/sellers.parquet,_reference
7178f9f4dd81dcef02f62acdf8151e01,89560,videira,SC,2016-01-01 00:00:00.000000,2026-08-27T05:17:09.287600+00:00,D:/D drive recovery/Shiva JH/Projects/OneLake Medallion/data/landing/_reference/sellers.parquet,_reference
3f995f07c49d0d55a99d5c54957f7d81,06853,itapecerica da serra,SP,2016-01-01 00:00:00.000000,2026-08-27T05:17:09.287600+00:00,D:/D drive recovery/Shiva JH/Projects/OneLake Medallion/data/landing/_reference/sellers.parquet,_reference
3db66a856d18a9cba7c9241fc5221c50,35430,ponte nova,MG,2016-01-01 00:00:00.000000,2026-08-27T05:17:09.287600+00:00,D:/D drive recovery/Shiva JH/Projects/OneLake Medallion/data/landing/_reference/sellers.parquet,_reference
a17f621c590ea0fab3d5d883e1630ec6,18055,sorocaba,SP,2016-01-01 00:00:00.000000,2026-08-27T05:17:09.287600+00:00,D:/D drive recovery/Shiva JH/Projects/OneLake Medallion/data/landing/_reference/sellers.parquet,_reference
8ca5b19e0263150d2c57afdde2b3d011,09336,maua,SP,2016-01-01 00:00:00.000000,2026-08-27T05:17:09.287600+00:00,D:/D drive recovery/Shiva JH/Projects/OneLake Medallion/data/landing/_reference/sellers.parquet,_reference
d6b1ce66b035a475f00c017792ff9769,13327,salto,SP,2016-01-01 00:00:00.000000,2026-08-27T05:17:09.287600+00:00,D:/D drive recovery/Shiva JH/Projects/OneLake Medallion/data/landing/_reference/sellers.parquet,_reference
ececbfcff9804a2d6b40f589df8eef2b,14407,franca,SP,2016-01-01 00:00:00.000000,2026-08-27T05:17:09.287600+00:00,D:/D drive recovery/Shiva JH/Projects/OneLake Medallion/data/landing/_reference/sellers.parquet,_reference
7d13fca15225358621be4086e1eb0964,14050,ribeirao preto,SP,2016-01-01 00:00:00.000000,2026-08-27T05:17:09.287600+00:00,D:/D drive recovery/Shiva JH/Projects/OneLake Medallion/data/landing/_reference/sellers.parquet,_reference
1b4c3a6f53068f0b6944d2d005c9fc89,88730,sao ludgero,SC,2016-01-01 00:00:00.000000,2026-08-27T05:17:09.287600+00:00,D:/D drive recovery/Shiva JH/Projects/OneLake Medallion/data/landing/_reference/sellers.parquet,_reference
4917cee8d902e13428c3ec4b1ca6f315,89031,blumenau,SC,2016-01-01 00:00:00.000000,2026-08-27T05:17:09.287600+00:00,D:/D drive recovery/Shiva JH/Projects/OneLake Medallion/data/landing/_reference/sellers.parquet,_reference
4bcec44888b30ba9001234c534716d3f,09230,santo andre,SP,2016-01-01 00:00:00.000000,2026-08-27T05:17:09.287600+00:00,D:/D drive recovery/Shiva JH/Projects/OneLake Medallion/data/landing/_reference/sellers.parquet,_reference
a663d9c3797e90eac99ff60939416a56,03951,sao paulo,SP,2016-01-01 00:00:00.000000,2026-08-27T05:17:09.287600+00:00,D:/D drive recovery/Shiva JH/Projects/OneLake Medallion/data/landing/_reference/sellers.parquet,_reference
5011f0d93373a4c5753adf58ca77af8d,11013,santos,SP,2016-01-01 00:00:00.000000,2026-08-27T05:17:09.287600+00:00,D:/D drive recovery/Shiva JH/Projects/OneLake Medallion/data/landing/_reference/sellers.parquet,_reference
50c9975695009e5e6473912e83a6d1da,35530,claudio,MG,2016-01-01 00:00:00.000000,2026-08-27T05:17:09.287600+00:00,D:/D drive recovery/Shiva JH/Projects/OneLake Medallion/data/landing/_reference/sellers.parquet,_reference
7aa4334be125fcdd2ba64b3180029f14,18500,laranjal paulista,SP,2016-01-01 00:00:00.000000,2026-08-27T05:17:09.287600+00:00,D:/D drive recovery/Shiva JH/Projects/OneLake Medallion/data/landing/_reference/sellers.parquet,_reference
b14db04aa7881970e83ffa9426897925,18048,sorocaba,SP,2016-01-01 00:00:00.000000,2026-08-27T05:17:09.287600+00:00,D:/D drive recovery/Shiva JH/Projects/OneLake Medallion/data/landing/_reference/sellers.parquet,_reference
31ae0774c17fabd06ff707cc5bde005f,13478,americana,SP,2016-01-01 00:00:00.000000,2026-08-27T05:17:09.287600+00:00,D:/D drive recovery/Shiva JH/Projects/OneLake Medallion/data/landing/_reference/sellers.parquet,_reference
a3e9a2c700480d9bb01fba070ba80a0e,14940,ibitinga,SP,2016-01-01 00:00:00.000000,2026-08-27T05:17:09.287600+00:00,D:/D drive recovery/Shiva JH/Projects/OneLake Medallion/data/landing/_reference/sellers.parquet,_reference
c3f5668699a1b04c0fa61ecea1e2bff6,86808,apucarana,PR,2016-01-01 00:00:00.000000,2026-08-27T05:17:09.287600+00:00,D:/D drive recovery/Shiva JH/Projects/OneLake Medallion/data/landing/_reference/sellers.parquet,_reference
516e7738bd8f735ac19a010ee5450d8d,22230,rio de janeiro,RJ,2016-01-01 00:00:00.000000,2026-08-27T05:17:09.287600+00:00,D:/D drive recovery/Shiva JH/Projects/OneLake Medallion/data/landing/_reference/sellers.parquet,_reference
9f505651f4a6abe901a56cdc21508025,04102,sao paulo,SP,2016-01-01 00:00:00.000000,2026-08-27T05:17:09.287600+00:00,D:/D drive recovery/Shiva JH/Projects/OneLake Medallion/data/landing/_reference/sellers.parquet,_reference
7142540dd4c91e2237acb7e911c4eba2,16301,penapolis,SP,2016-01-01 00:00:00.000000,2026-08-27T05:17:09.287600+00:00,D:/D drive recovery/Shiva JH/Projects/OneLake Medallion/data/landing/_reference/sellers.parquet,_reference
a3a38f4affed601eb87a97788c949667,89204,joinville,SC,2016-01-01 00:00:00.000000,2026-08-27T05:17:09.287600+00:00,D:/D drive recovery/Shiva JH/Projects/OneLake Medallion/data/landing/_reference/sellers.parquet,_reference
744dac408745240a2c2528fb1b6028f3,83408,colombo,PR,2016-01-01 00:00:00.000000,2026-08-27T05:17:09.287600+00:00,D:/D drive recovery/Shiva JH/Projects/OneLake Medallion/data/landing/_reference/sellers.parquet,_reference
8b9d6eec4a7eb7d0f9d579ce0b38324d,26562,mesquita,RJ,2016-01-01 00:00:00.000000,2026-08-27T05:17:09.287600+00:00,D:/D drive recovery/Shiva JH/Projects/OneLake Medallion/data/landing/_reference/sellers.parquet,_reference
38e679b9e0064cd94c6f035707344dae,86010,londrina,PR,2016-01-01 00:00:00.000000,2026-08-27T05:17:09.287600+00:00,D:/D drive recovery/Shiva JH/Projects/OneLake Medallion/data/landing/_reference/sellers.parquet,_reference
79ebd9a61bac3eaf882805ed4ecfa12a,85802,cascavel,PR,2016-01-01 00:00:00.000000,2026-08-27T05:17:09.287600+00:00,D:/D drive recovery/Shiva JH/Projects/OneLake Medallion/data/landing/_reference/sellers.parquet,_reference
5f3ae9136c875522250f8184f253413a,01550,sao paulo,SP,2016-01-01 00:00:00.000000,2026-08-27T05:17:09.287600+00:00,D:/D drive recovery/Shiva JH/Projects/OneLake Medallion/data/landing/_reference/sellers.parquet,_reference
26af45f5dfd967225a832838aa4e24a3,81070,curitiba,PR,2016-01-01 00:00:00.000000,2026-08-27T05:17:09.287600+00:00,D:/D drive recovery/Shiva JH/Projects/OneLake Medallion/data/landing/_reference/sellers.parquet,_reference
8e6d7754bc7e0f22c96d255ebda59eba,12233,sao jose dos campos,SP,2016-01-01 00:00:00.000000,2026-08-27T05:17:09.287600+00:00,D:/D drive recovery/Shiva JH/Projects/OneLake Medallion/data/landing/_reference/sellers.parquet,_reference
92c8bc6e8f925792247656fed09aad65,03384,sao paulo,SP,2016-01-01 00:00:00.000000,2026-08-27T05:17:09.287600+00:00,D:/D drive recovery/Shiva JH/Projects/OneLake Medallion/data/landing/_reference/sellers.parquet,_reference
cbd996ad3c1b7dc71fd0e5f5df9087e2,15081,sao jose do rio preto,SP,2016-01-01 00:00:00.000000,2026-08-27T05:17:09.287600+00:00,D:/D drive recovery/Shiva JH/Projects/OneLake Medallion/data/landing/_reference/sellers.parquet,_reference
8daab2245ebdc277c51098d01c5ad8ef,08411,sao paulo,SP,2016-01-01 00:00:00.000000,2026-08-27T05:17:09.287600+00:00,D:/D drive recovery/Shiva JH/Projects/OneLake Medallion/data/landing/_reference/sellers.parquet,_reference
e067ad2c1c0b48758eb1b5228bcf7a68,11045,santos,SP,2016-01-01 00:00:00.000000,2026-08-27T05:17:09.287600+00:00,D:/D drive recovery/Shiva JH/Projects/OneLake Medallion/data/landing/_reference/sellers.parquet,_reference
8fd3b4468f6425810648177996c14cbd,15015,sao jose do rio preto,SP,2016-01-01 00:00:00.000000,2026-08-27T05:17:09.287600+00:00,D:/D drive recovery/Shiva JH/Projects/OneLake Medallion/data/landing/_reference/sellers.parquet,_reference
6d803cb79cc31c41c4c789a75933b3c7,14600,sao joaquim da barra,SP,2016-01-01 00:00:00.000000,2026-08-27T05:17:09.287600+00:00,D:/D drive recovery/Shiva JH/Projects/OneLake Medallion/data/landing/_reference/sellers.parquet,_reference
5f2684dab12e59f83bef73ae57724e45,05125,sao paulo,SP,2016-01-01 00:00:00.000000,2026-08-27T05:17:09.287600+00:00,D:/D drive recovery/Shiva JH/Projects/OneLake Medallion/data/landing/_reference/sellers.parquet,_reference
8b321bb669392f5163d04c59e235e066,01212,sao paulo,SP,2016-01-01 00:00:00.000000,2026-08-27T05:17:09.287600+00:00,D:/D drive recovery/Shiva JH/Projects/OneLake Medallion/data/landing/_reference/sellers.parquet,_reference
76d64c4aca3a7baf218bf93ef7fa768d,80215,curitiba,PR,2016-01-01 00:00:00.000000,2026-08-27T05:17:09.287600+00:00,D:/D drive recovery/Shiva JH/Projects/OneLake Medallion/data/landing/_reference/sellers.parquet,_reference
004c9cd9d87a3c30c522c48c4fc07416,14940,ibitinga,SP,2016-01-01 00:00:00.000000,2026-08-27T05:17:09.287600+00:00,D:/D drive recovery/Shiva JH/Projects/OneLake Medallion/data/landing/_reference/sellers.parquet,_reference
aced59e9b31ef866a94f9e7f29d8d418,03306,sao paulo,SP,2016-01-01 00:00:00.000000,2026-08-27T05:17:09.287600+00:00,D:/D drive recovery/Shiva JH/Projects/OneLake Medallion/data/landing/_reference/sellers.parquet,_reference
b4f8921fcc4ff77b66bea6dda43dcd51,95034,caxias do sul,RS,2016-01-01 00:00:00.000000,2026-08-27T05:17:09.287600+00:00,D:/D drive recovery/Shiva JH/Projects/OneLake Medallion/data/landing/_reference/sellers.parquet,_reference
c731d18cea9bf687ffee82a241c25b11,89701,concordia,SC,2016-01-01 00:00:00.000000,2026-08-27T05:17:09.287600+00:00,D:/D drive recovery/Shiva JH/Projects/OneLake Medallion/data/landing/_reference/sellers.parquet,_reference
a7c53f6b3b61adbdaa99dda97e8cbd56,14780,barretos,SP,2016-01-01 00:00:00.000000,2026-08-27T05:17:09.287600+00:00,D:/D drive recovery/Shiva JH/Projects/OneLake Medallion/data/landing/_reference/sellers.parquet,_reference
c716e0b86ed568878475b60fbb6323ad,22783,rio de janeiro,SP,2016-01-01 00:00:00.000000,2026-08-27T05:17:09.287600+00:00,D:/D drive recovery/Shiva JH/Projects/OneLake Medallion/data/landing/_reference/sellers.parquet,_reference
87d30a6a0cbf89356e49324971ab1d24,02036,sao paulo,SP,2016-01-01 00:00:00.000000,2026-08-27T05:17:09.287600+00:00,D:/D drive recovery/Shiva JH/Projects/OneLake Medallion/data/landing/_reference/sellers.parquet,_reference
aba1721a889e04decc910aa13b768ef4,05729,sao paulo,SP,2016-01-01 00:00:00.000000,2026-08-27T05:17:09.287600+00:00,D:/D drive recovery/Shiva JH/Projects/OneLake Medallion/data/landing/_reference/sellers.parquet,_reference
cab85505710c7cb9b720bceb52b01cee,02252,sao paulo,SP,2016-01-01 00:00:00.000000,2026-08-27T05:17:09.287600+00:00,D:/D drive recovery/Shiva JH/Projects/OneLake Medallion/data/landing/_reference/sellers.parquet,_reference
6cd68b3ed6d59aaa9fece558ad360c0a,31255,belo horizonte,MG,2016-01-01 00:00:00.000000,2026-08-27T05:17:09.287600+00:00,D:/D drive recovery/Shiva JH/Projects/OneLake Medallion/data/landing/_reference/sellers.parquet,_reference
3df020b72d3d44b3af9d110fa3940b65,15704,jales,SP,2016-01-01 00:00:00.000000,2026-08-27T05:17:09.287600+00:00,D:/D drive recovery/Shiva JH/Projects/OneLake Medallion/data/landing/_reference/sellers.parquet,_reference
537eb890efff034a88679788b647c564,20270,rio de janeiro,RJ,2016-01-01 00:00:00.000000,2026-08-27T05:17:09.287600+00:00,D:/D drive recovery/Shiva JH/Projects/OneLake Medallion/data/landing/_reference/sellers.parquet,_reference
cea729054f157f5870bdd321a958d994,03161,sao paulo,SP,2016-01-01 00:00:00.000000,2026-08-27T05:17:09.287600+00:00,D:/D drive recovery/Shiva JH/Projects/OneLake Medallion/data/landing/_reference/sellers.parquet,_reference
955fee9216a65b617aa5c0531780ce60,04782,sao paulo,SP,2016-01-01 00:00:00.000000,2026-08-27T05:17:09.287600+00:00,D:/D drive recovery/Shiva JH/Projects/OneLake Medallion/data/landing/_reference/sellers.parquet,_reference
0f0c984a4a955310903b6b6008660bad,14403,franca,SP,2016-01-01 00:00:00.000000,2026-08-27T05:17:09.287600+00:00,D:/D drive recovery/Shiva JH/Projects/OneLake Medallion/data/landing/_reference/sellers.parquet,_reference
2f4b0d3b9634b647d4edee577d7ebb7e,02310,sao paulo,SP,2016-01-01 00:00:00.000000,2026-08-27T05:17:09.287600+00:00,D:/D drive recovery/Shiva JH/Projects/OneLake Medallion/data/landing/_reference/sellers.parquet,_reference
