review_id,order_id,review_score,review_comment_title,review_comment_message,review_creation_date,review_answer_timestamp,order_date,updated_at,_ingested_at,_source_file,_batch_id
92c0c385494c0b05e01d0272ef7724f3,93c781a8790c89bac596f6ff7d924c73,4,RAPIDO E FACIL,MUITO BOM,2018-07-11 00:00:00,2018-07-12 11:26:07,2018-07-03,2018-07-12 11:26:07.000000,2026-08-27T05:19:08.521759+00:00,D:/D drive recovery/Shiva JH/Projects/OneLake Medallion/data/landing/2018-07-03/order_reviews.parquet,2018-07-03
33a409a330f4a74b79696a4d5f3c6e1e,ceb435f46d86d2fb2890334c4862315a,4,Avaliando,consumindo apenas a 4 dias.. ainda é cedo p ver resultados,2018-07-13 00:00:00,2018-07-15 14:15:49,2018-07-03,2018-07-15 14:15:49.000000,2026-08-27T05:19:08.521759+00:00,D:/D drive recovery/Shiva JH/Projects/OneLake Medallion/data/landing/2018-07-03/order_reviews.parquet,2018-07-03
3fe1686db81a09a78d2c0867ed2f94c6,edc438144eedf58c321995efd0225e19,3,,,2018-07-26 00:00:00,2018-07-29 12:58:28,2018-07-12,2018-07-29 12:58:28.000000,2026-08-27T05:20:27.664843+00:00,D:/D drive recovery/Shiva JH/Projects/OneLake Medallion/data/landing/2018-07-12/order_reviews.parquet,2018-07-12
8cdc7e71240af601025767b05079f468,ad6137b47c7f7c1c621f4de13c3d5bc9,5,Muito satisfeita,"Estou gostando de comprar com a lojas lannister, além de responsabilidade o produto vem antes do prazo e em perfeito estado. Obrigada. ",2018-07-21 00:00:00,2018-07-23 23:06:45,2018-07-12,2018-07-23 23:06:45.000000,2026-08-27T05:20:27.664843+00:00,D:/D drive recovery/Shiva JH/Projects/OneLake Medallion/data/landing/2018-07-12/order_reviews.parquet,2018-07-12
d7e5e399f6a99a7705377c9f0e355477,ed3b269b4badaf0126050c9d4f7b854c,5,ótima.,muito prático e pontual.,2018-07-24 00:00:00,2018-07-25 01:01:41,2018-07-12,2018-07-25 01:01:41.000000,2026-08-27T05:20:27.664843+00:00,D:/D drive recovery/Shiva JH/Projects/OneLake Medallion/data/landing/2018-07-12/order_reviews.parquet,2018-07-12
5c8016728064913b32a051588b9eae28,2b2354a7ca69d0b7f006aeab04524c12,5,,,2018-07-24 00:00:00,2018-07-24 23:05:31,2018-07-08,2018-07-24 23:05:31.000000,2026-08-27T05:19:49.478351+00:00,D:/D drive recovery/Shiva JH/Projects/OneLake Medallion/data/landing/2018-07-08/order_reviews.parquet,2018-07-08
36791a7ac0424d319d0eea7476af2426,99d63f07f1159c807e4175e692a8a815,5,,,2018-07-24 00:00:00,2018-07-24 23:42:36,2018-07-08,2018-07-24 23:42:36.000000,2026-08-27T05:19:49.478351+00:00,D:/D drive recovery/Shiva JH/Projects/OneLake Medallion/data/landing/2018-07-08/order_reviews.parquet,2018-07-08
8b4c14417bccab81710772ecb8b23fd6,62a575a2a9f2c005b7ec7ff7dd76d5ee,1,,produto deu defeito na 1 vez de uso.,2018-08-03 00:00:00,2018-08-04 19:32:39,2018-07-23,2018-08-04 19:32:39.000000,2026-08-27T05:22:03.203712+00:00,D:/D drive recovery/Shiva JH/Projects/OneLake Medallion/data/landing/2018-07-23/order_reviews.parquet,2018-07-23
b7c91daaff3a57561cb88809055b3963,f69cf3b291cebc67406533d345c21e01,1,,Sem comentários,2018-08-25 00:00:00,2018-08-26 23:53:32,2018-07-23,2018-08-26 23:53:32.000000,2026-08-27T05:22:03.203712+00:00,D:/D drive recovery/Shiva JH/Projects/OneLake Medallion/data/landing/2018-07-23/order_reviews.parquet,2018-07-23
9141f5b8d7904bfd5f4cfaa871339030,72729c533aa3957ddd96bcbc9237a49b,4,,,2018-08-03 00:00:00,2018-08-04 13:52:15,2018-07-23,2018-08-04 13:52:15.000000,2026-08-27T05:22:03.203712+00:00,D:/D drive recovery/Shiva JH/Projects/OneLake Medallion/data/landing/2018-07-23/order_reviews.parquet,2018-07-23
e57f346bb31aca9d3e316c7414f25b9e,f717c8f177b0e2927fb48196bc6b6383,5,,,2018-08-01 00:00:00,2018-08-04 16:56:26,2018-07-23,2018-08-04 16:56:26.000000,2026-08-27T05:22:03.203712+00:00,D:/D drive recovery/Shiva JH/Projects/OneLake Medallion/data/landing/2018-07-23/order_reviews.parquet,2018-07-23
f5e03f8e99a226f3073a19c4467dec04,19a3924da2b67dee34bf1f76a7689459,4,,,2018-08-02 00:00:00,2018-08-06 11:14:48,2018-07-23,2018-08-06 11:14:48.000000,2026-08-27T05:22:03.203712+00:00,D:/D drive recovery/Shiva JH/Projects/OneLake Medallion/data/landing/2018-07-23/order_reviews.parquet,2018-07-23
a6ca112e75e34854769e9bec4b21eeca,e9583867c3868714af8937a417c1adc5,5,,,2018-08-01 00:00:00,2018-08-02 01:13:37,2018-07-23,2018-08-02 01:13:37.000000,2026-08-27T05:22:03.203712+00:00,D:/D drive recovery/Shiva JH/Projects/OneLake Medallion/data/landing/2018-07-23/order_reviews.parquet,2018-07-23
dd6580bfa5875da8453a2a00c8bd8d06,47d248c19f5affa1ef2a5b91c8006ddf,4,Bom serviço ,,2018-08-01 00:00:00,2018-08-03 14:38:30,2018-07-23,2018-08-03 14:38:30.000000,2026-08-27T05:22:03.203712+00:00,D:/D drive recovery/Shiva JH/Projects/OneLake Medallion/data/landing/2018-07-23/order_reviews.parquet,2018-07-23
e1088218cfccda8e69880a954fa051e5,b6e50b69ddbd5210737d0c881056771d,5,,,2018-08-02 00:00:00,2018-08-02 11:32:39,2018-07-23,2018-08-02 11:32:39.000000,2026-08-27T05:22:03.203712+00:00,D:/D drive recovery/Shiva JH/Projects/OneLake Medallion/data/landing/2018-07-23/order_reviews.parquet,2018-07-23
96b66724c3a8e913588e7ecbe96f72f2,04749a8c0b72cda9ebbd79d27a0d1e40,5,,,2018-08-08 00:00:00,2018-08-10 17:18:23,2018-07-23,2018-08-10 17:18:23.000000,2026-08-27T05:22:03.203712+00:00,D:/D drive recovery/Shiva JH/Projects/OneLake Medallion/data/landing/2018-07-23/order_reviews.parquet,2018-07-23
4a715f741b2b22fb6adadbfdc01a40d5,6f21ad30200f041d3f19995a8718cd11,5,,,2018-07-26 00:00:00,2018-07-27 01:23:14,2018-07-23,2018-07-27 01:23:14.000000,2026-08-27T05:22:03.203712+00:00,D:/D drive recovery/Shiva JH/Projects/OneLake Medallion/data/landing/2018-07-23/order_reviews.parquet,2018-07-23
d795e67dd5391596ebc2934494fef2a4,30d7af26cb5f8577b5c6a0164dc814c5,1,,,2018-08-09 00:00:00,2018-08-09 15:46:58,2018-07-26,2018-08-09 15:46:58.000000,2026-08-27T05:22:35.058837+00:00,D:/D drive recovery/Shiva JH/Projects/OneLake Medallion/data/landing/2018-07-26/order_reviews.parquet,2018-07-26
9f5c68ee162eaa86a4626e76e87cff46,e42b66326781591510efdca88022604d,5,,,2018-07-29 00:00:00,2018-07-30 10:32:11,2018-07-26,2018-07-30 10:32:11.000000,2026-08-27T05:22:35.058837+00:00,D:/D drive recovery/Shiva JH/Projects/OneLake Medallion/data/landing/2018-07-26/order_reviews.parquet,2018-07-26
9db047a03054f014c2b584fa04382ed7,a49146f414b54879adb68c422428a68e,4,Bom produto,"produto de boa qualidade;somente dois fatores contra.1 o suporte para a base do bolo fica solto,corre o risco do bolo cair.2 alguns cortes de encaixe são finos demais,quase quebrei ao montar.",2018-08-08 00:00:00,2018-08-09 00:50:08,2018-07-26,2018-08-09 00:50:08.000000,2026-08-27T05:22:35.058837+00:00,D:/D drive recovery/Shiva JH/Projects/OneLake Medallion/data/landing/2018-07-26/order_reviews.parquet,2018-07-26
5fbf8f5c3bad74a8532810142a110dce,c5625e0deb904fd1ae3c6c4a3a4a55d5,5,show de bolissimo,pó comprar,2018-08-01 00:00:00,2018-08-03 21:34:12,2018-07-26,2018-08-03 21:34:12.000000,2026-08-27T05:22:35.058837+00:00,D:/D drive recovery/Shiva JH/Projects/OneLake Medallion/data/landing/2018-07-26/order_reviews.parquet,2018-07-26
bf469ff9760b3869c3b4a089e7610113,e9f0f8f24251a03416e4e76735969db1,5,,,2018-07-31 00:00:00,2018-08-02 22:51:59,2018-07-26,2018-08-02 22:51:59.000000,2026-08-27T05:22:35.058837+00:00,D:/D drive recovery/Shiva JH/Projects/OneLake Medallion/data/landing/2018-07-26/order_reviews.parquet,2018-07-26
3852d2ffcb4fe6b743c05d5be7e02f60,7c372cacf9e2626dd13cc5277d73c6e3,5,,,2018-08-04 00:00:00,2018-08-04 17:08:01,2018-07-26,2018-08-04 17:08:01.000000,2026-08-27T05:22:35.058837+00:00,D:/D drive recovery/Shiva JH/Projects/OneLake Medallion/data/landing/2018-07-26/order_reviews.parquet,2018-07-26
352625bd46fa2c89589537ff4de43121,34fa7b125777f2296cee0450560eeeac,5,tudo perfeito,,2018-08-02 00:00:00,2018-08-03 18:10:35,2018-07-26,2018-08-03 18:10:35.000000,2026-08-27T05:22:35.058837+00:00,D:/D drive recovery/Shiva JH/Projects/OneLake Medallion/data/landing/2018-07-26/order_reviews.parquet,2018-07-26
b28e95549063e8006adf8c2078132b2d,936791179c34e3075442addfba1a3089,5,Produto chegou,Produto chegou sem problemas,2018-07-29 00:00:00,2018-07-31 19:56:33,2018-07-26,2018-07-31 19:56:33.000000,2026-08-27T05:22:35.058837+00:00,D:/D drive recovery/Shiva JH/Projects/OneLake Medallion/data/landing/2018-07-26/order_reviews.parquet,2018-07-26
930d918a6835e8f6ff922be59a70a240,c5a136c7cf492a759889d92627006f25,5,,,2018-08-01 00:00:00,2018-08-01 23:18:15,2018-07-26,2018-08-01 23:18:15.000000,2026-08-27T05:22:35.058837+00:00,D:/D drive recovery/Shiva JH/Projects/OneLake Medallion/data/landing/2018-07-26/order_reviews.parquet,2018-07-26
3d06580c8e3a792770b9c89b639ed304,60a7df16f9a8d8f38bd974b8a873167d,4,,,2018-07-31 00:00:00,2018-08-01 01:15:45,2018-07-26,2018-08-01 01:15:45.000000,2026-08-27T05:22:35.058837+00:00,D:/D drive recovery/Shiva JH/Projects/OneLake Medallion/data/landing/2018-07-26/order_reviews.parquet,2018-07-26
7a30087d160bc3d008ed28957171606e,dbd0a0b89b3fe516f8534b0f5de08534,5,,,2018-07-21 00:00:00,2018-07-23 23:56:13,2018-07-09,2018-07-23 23:56:13.000000,2026-08-27T05:19:59.700293+00:00,D:/D drive recovery/Shiva JH/Projects/OneLake Medallion/data/landing/2018-07-09/order_reviews.parquet,2018-07-09
fc51f8dd7c6c50aa188c6d5acd27b810,42ec328ff647d401412f3531462b0b96,3,Chegou tudo certo mas...,Poderia chegar mais rápido como os outros produtos adquiridos pela lannister. ,2018-07-31 00:00:00,2018-08-01 00:32:58,2018-07-09,2018-08-01 00:32:58.000000,2026-08-27T05:19:59.700293+00:00,D:/D drive recovery/Shiva JH/Projects/OneLake Medallion/data/landing/2018-07-09/order_reviews.parquet,2018-07-09
e9c735606761cacb7236acd390336db4,fa4e67c2fc9315f348f252ab6490b03c,4,Muito bom,"Muito bom, comprei no site e chegou tudo certinho, obrigada.",2018-07-27 00:00:00,2018-07-27 20:03:41,2018-07-16,2018-07-27 20:03:41.000000,2026-08-27T05:21:01.834505+00:00,D:/D drive recovery/Shiva JH/Projects/OneLake Medallion/data/landing/2018-07-16/order_reviews.parquet,2018-07-16
67da38c15f8d822971a309ee17e52e34,138f041df3644d9ad82f50c67b7bb304,5,,,2018-07-27 00:00:00,2018-07-29 22:04:54,2018-07-16,2018-07-29 22:04:54.000000,2026-08-27T05:21:01.834505+00:00,D:/D drive recovery/Shiva JH/Projects/OneLake Medallion/data/landing/2018-07-16/order_reviews.parquet,2018-07-16
c1166a213b70fe47692a82a3ba88b5d3,afc68d1f35e9dfe8220c9b9e27647065,5,,,2018-07-27 00:00:00,2018-07-30 11:55:47,2018-07-16,2018-07-30 11:55:47.000000,2026-08-27T05:21:01.834505+00:00,D:/D drive recovery/Shiva JH/Projects/OneLake Medallion/data/landing/2018-07-16/order_reviews.parquet,2018-07-16
fea2bd5e36cfeeab50950735863acd8f,21acd87ab0e70951d2aa3b0cd6445c69,5,,,2018-07-25 00:00:00,2018-07-25 22:39:30,2018-07-16,2018-07-25 22:39:30.000000,2026-08-27T05:21:01.834505+00:00,D:/D drive recovery/Shiva JH/Projects/OneLake Medallion/data/landing/2018-07-16/order_reviews.parquet,2018-07-16
3c6c35cf43cded35891fe92f83bf6a33,6ac314f1970b39cf3b7760803caf3c23,5,,muito bom,2018-07-24 00:00:00,2018-07-27 01:06:32,2018-07-16,2018-07-27 01:06:32.000000,2026-08-27T05:21:01.834505+00:00,D:/D drive recovery/Shiva JH/Projects/OneLake Medallion/data/landing/2018-07-16/order_reviews.parquet,2018-07-16
7954529bbd9fc91c56fd2d9e041d9a9a,1f7ca128c2e0034d8ebe8a38824c0db1,5,,,2018-07-27 00:00:00,2018-07-27 14:26:08,2018-07-16,2018-07-27 14:26:08.000000,2026-08-27T05:21:01.834505+00:00,D:/D drive recovery/Shiva JH/Projects/OneLake Medallion/data/landing/2018-07-16/order_reviews.parquet,2018-07-16
5065761b18c7c5b73ec934b68cdd9efe,ac89e7344d2cb5597d862e338301ef8d,2,Raquetes não muito boas,As raquetes vieram soltando a borracha da Madeira. Tive que colar com uma cola instantânea. Produto nota 3. ,2018-07-26 00:00:00,2018-07-29 05:04:59,2018-07-16,2018-07-29 05:04:59.000000,2026-08-27T05:21:01.834505+00:00,D:/D drive recovery/Shiva JH/Projects/OneLake Medallion/data/landing/2018-07-16/order_reviews.parquet,2018-07-16
7eb72e6da37271bd2a023ccb44fddfae,7c6a24cab7128145feb51412987798c6,5,super recomendo,,2018-07-24 00:00:00,2018-07-25 11:11:58,2018-07-16,2018-07-25 11:11:58.000000,2026-08-27T05:21:01.834505+00:00,D:/D drive recovery/Shiva JH/Projects/OneLake Medallion/data/landing/2018-07-16/order_reviews.parquet,2018-07-16
b85738751d74763cc9e9fa9dcffccff9,47e7c69b3f435b43a16da911cf937369,3,,,2018-07-24 00:00:00,2018-08-02 13:14:44,2018-07-16,2018-08-02 13:14:44.000000,2026-08-27T05:21:01.834505+00:00,D:/D drive recovery/Shiva JH/Projects/OneLake Medallion/data/landing/2018-07-16/order_reviews.parquet,2018-07-16
f93a6332128cacfebb46d09e7357a498,44d266dec578366b923e9b3a636c8311,5,,,2018-07-22 00:00:00,2018-07-24 17:33:18,2018-07-16,2018-07-24 17:33:18.000000,2026-08-27T05:21:01.834505+00:00,D:/D drive recovery/Shiva JH/Projects/OneLake Medallion/data/landing/2018-07-16/order_reviews.parquet,2018-07-16
4f29f8cf81c5c0339f009e16f2ddc17d,82f4c933483d577ca9f00f49b1203155,1,produto não entregue,"meu produto não foi entregue, querem que eu retire no correio que é do outro lado da cidade, eu paguei para entregar na minha casa.",2018-08-03 00:00:00,2018-08-03 16:18:56,2018-07-16,2018-08-03 16:18:56.000000,2026-08-27T05:21:01.834505+00:00,D:/D drive recovery/Shiva JH/Projects/OneLake Medallion/data/landing/2018-07-16/order_reviews.parquet,2018-07-16
b86811c81dfd3332dfc308b9f10e6b28,fafc6736ffc73023e2685c30aa3822c2,5,,,2018-07-22 00:00:00,2018-07-24 21:24:40,2018-07-15,2018-07-24 21:24:40.000000,2026-08-27T05:20:53.815879+00:00,D:/D drive recovery/Shiva JH/Projects/OneLake Medallion/data/landing/2018-07-15/order_reviews.parquet,2018-07-15
ae5eea2abe1f60b66c4bfa492e7f8830,f1f053637dd55791fa3a8ae1df1f3605,5,Excelente.,,2018-07-28 00:00:00,2018-07-28 19:24:59,2018-07-15,2018-07-28 19:24:59.000000,2026-08-27T05:20:53.815879+00:00,D:/D drive recovery/Shiva JH/Projects/OneLake Medallion/data/landing/2018-07-15/order_reviews.parquet,2018-07-15
16ba3e220a3ebb4daee6c4b310eb4f98,7448f861b4547fc4407e432c043ee4a0,5,,,2018-07-24 00:00:00,2018-07-25 15:59:08,2018-07-15,2018-07-25 15:59:08.000000,2026-08-27T05:20:53.815879+00:00,D:/D drive recovery/Shiva JH/Projects/OneLake Medallion/data/landing/2018-07-15/order_reviews.parquet,2018-07-15
f9056df5097377c6e002bfedaaf3c50a,ceae0f133957c3337b7f630eb8bf80d9,5,Muito bom,Muito bom!,2018-07-21 00:00:00,2018-07-23 18:49:27,2018-07-15,2018-07-23 18:49:27.000000,2026-08-27T05:20:53.815879+00:00,D:/D drive recovery/Shiva JH/Projects/OneLake Medallion/data/landing/2018-07-15/order_reviews.parquet,2018-07-15
3ac0c6143f2953365f42ad92adbdce7a,f9ea6cc9d3f50070aba77ffd39ef6d13,5,,,2018-07-24 00:00:00,2018-07-29 18:18:14,2018-07-15,2018-07-29 18:18:14.000000,2026-08-27T05:20:53.815879+00:00,D:/D drive recovery/Shiva JH/Projects/OneLake Medallion/data/landing/2018-07-15/order_reviews.parquet,2018-07-15
051df6d3dc4fc66d7f3bdf1c7711c728,ad33ed1fc2b45e7f714e3cec25e31334,5,Ótimos ,Até aqui tenho comprado e tenho sido nemm atendida nada a reclamar,2018-07-27 00:00:00,2018-07-29 19:11:40,2018-07-21,2018-07-29 19:11:40.000000,2026-08-27T05:21:42.709336+00:00,D:/D drive recovery/Shiva JH/Projects/OneLake Medallion/data/landing/2018-07-21/order_reviews.parquet,2018-07-21
d8dd604e2b3829c12bca3a62dc18add9,0c1e49ce507979f2fb222498663ce653,5,,,2018-08-01 00:00:00,2018-08-01 23:10:30,2018-07-21,2018-08-01 23:10:30.000000,2026-08-27T05:21:42.709336+00:00,D:/D drive recovery/Shiva JH/Projects/OneLake Medallion/data/landing/2018-07-21/order_reviews.parquet,2018-07-21
d97fae7a25252c164a9ddcddbc3fad9f,425dece5c02ae29542005b6c0a9c3b63,5,,,2018-07-21 00:00:00,2018-07-23 21:38:34,2018-07-14,2018-07-23 21:38:34.000000,2026-08-27T05:20:45.236672+00:00,D:/D drive recovery/Shiva JH/Projects/OneLake Medallion/data/landing/2018-07-14/order_reviews.parquet,2018-07-14
c5716f4e76753ed8b6f57ba9ab2feb79,c4416b46a61a027f858fdc3746644312,5,,Produto muito bonito entrega super rápida ,2018-07-26 00:00:00,2018-07-27 00:53:17,2018-07-14,2018-07-27 00:53:17.000000,2026-08-27T05:20:45.236672+00:00,D:/D drive recovery/Shiva JH/Projects/OneLake Medallion/data/landing/2018-07-14/order_reviews.parquet,2018-07-14
a5435496dca5dae6a26acc55814478ab,61c77cbdc7ac0a0ded411b067c32baf8,5,,Ótimo!,2018-07-25 00:00:00,2018-07-26 00:41:19,2018-07-14,2018-07-26 00:41:19.000000,2026-08-27T05:20:45.236672+00:00,D:/D drive recovery/Shiva JH/Projects/OneLake Medallion/data/landing/2018-07-14/order_reviews.parquet,2018-07-14
aafef478c2279d2296fff2ab948e9c55,c5e30f4818a17e20a66b7277cd2eda07,5,,,2018-07-24 00:00:00,2018-07-24 21:18:05,2018-07-14,2018-07-24 21:18:05.000000,2026-08-27T05:20:45.236672+00:00,D:/D drive recovery/Shiva JH/Projects/OneLake Medallion/data/landing/2018-07-14/order_reviews.parquet,2018-07-14
7ee0b28d45ccec1de14578bece79af0d,628111ec0fcace16f3112336b1138aef,1,Falta de compromisso,"Solicito o estorno do pagamento no cartão de crédito,pela falta de entrega do produto.",2018-08-04 00:00:00,2018-08-04 12:12:17,2018-07-14,2018-08-04 12:12:17.000000,2026-08-27T05:20:45.236672+00:00,D:/D drive recovery/Shiva JH/Projects/OneLake Medallion/data/landing/2018-07-14/order_reviews.parquet,2018-07-14
395190484a1e9ddac7919f8fc3ab0771,7a8f4f62037bb98afd289fc2ee3da497,5,,,2018-07-24 00:00:00,2018-07-25 02:04:00,2018-07-14,2018-07-25 02:04:00.000000,2026-08-27T05:20:45.236672+00:00,D:/D drive recovery/Shiva JH/Projects/OneLake Medallion/data/landing/2018-07-14/order_reviews.parquet,2018-07-14
b3fe587e4444a33a3c695868e059efe5,13fe5b8b3ad46c558f0c53939589776b,1,Ruim,O relógio mau teve contato com a água e já parou ,2018-08-02 00:00:00,2018-08-25 23:23:32,2018-07-14,2018-08-25 23:23:32.000000,2026-08-27T05:20:45.236672+00:00,D:/D drive recovery/Shiva JH/Projects/OneLake Medallion/data/landing/2018-07-14/order_reviews.parquet,2018-07-14
14a0374bfc1f16229bab18eefd74dc41,6042c0c3800159373b3343dd442c86bd,4,,,2018-07-26 00:00:00,2018-08-06 03:08:06,2018-07-14,2018-08-06 03:08:06.000000,2026-08-27T05:20:45.236672+00:00,D:/D drive recovery/Shiva JH/Projects/OneLake Medallion/data/landing/2018-07-14/order_reviews.parquet,2018-07-14
d02f2a3a93a12aa1d09d2a8017bebbb8,ac1b68b95d77ee9e9c3829ed43f2ccbb,4,,,2018-07-13 00:00:00,2018-07-15 03:44:46,2018-07-06,2018-07-15 03:44:46.000000,2026-08-27T05:19:33.228042+00:00,D:/D drive recovery/Shiva JH/Projects/OneLake Medallion/data/landing/2018-07-06/order_reviews.parquet,2018-07-06
34da1fbee2cbe2c497124ae4df0a2139,35c7d117e60b7447a3ee63f69addcd2c,5,super recomendo,,2018-07-28 00:00:00,2018-08-07 02:55:56,2018-07-06,2018-08-07 02:55:56.000000,2026-08-27T05:19:33.228042+00:00,D:/D drive recovery/Shiva JH/Projects/OneLake Medallion/data/landing/2018-07-06/order_reviews.parquet,2018-07-06
c91d4ae7473872e0696bcb22a5a92df0,0039500db36d50d7d0bfaf23723550f3,5,Ótima qualidade,"Produto de ótima qualidade, sabor ótimo. Entregue antes do prazo",2018-07-22 00:00:00,2018-07-24 17:58:29,2018-07-06,2018-07-24 17:58:29.000000,2026-08-27T05:19:33.228042+00:00,D:/D drive recovery/Shiva JH/Projects/OneLake Medallion/data/landing/2018-07-06/order_reviews.parquet,2018-07-06
8420267eb05d52cd715b8bcc10ac7bd3,929ccb6e3021ed4afe8860fe50791967,1,Produto errado ,O produto veio diferente do que eu pedi paguei frete é tive de ir aos Correios em uma agência muito distante de casa ,2018-07-11 00:00:00,2018-07-12 21:26:17,2018-07-04,2018-07-12 21:26:17.000000,2026-08-27T05:19:16.572190+00:00,D:/D drive recovery/Shiva JH/Projects/OneLake Medallion/data/landing/2018-07-04/order_reviews.parquet,2018-07-04
