order_id,payment_sequential,payment_type,payment_installments,payment_value,order_date,updated_at,_ingested_at,_source_file,_batch_id
21acd87ab0e70951d2aa3b0cd6445c69,1,credit_card,10,158.04,2018-07-16,2018-07-30 00:00:00.000000,2026-08-27T05:21:01.834505+00:00,D:/D drive recovery/Shiva JH/Projects/OneLake Medallion/data/landing/2018-07-16/order_payments.parquet,2018-07-16
7c6a24cab7128145feb51412987798c6,1,boleto,1,39.97,2018-07-16,2018-07-31 00:00:00.000000,2026-08-27T05:21:01.834505+00:00,D:/D drive recovery/Shiva JH/Projects/OneLake Medallion/data/landing/2018-07-16/order_payments.parquet,2018-07-16
82f4c933483d577ca9f00f49b1203155,1,boleto,1,23.78,2018-07-16,2018-07-31 00:00:00.000000,2026-08-27T05:21:01.834505+00:00,D:/D drive recovery/Shiva JH/Projects/OneLake Medallion/data/landing/2018-07-16/order_payments.parquet,2018-07-16
47e7c69b3f435b43a16da911cf937369,1,boleto,1,47.31,2018-07-16,2018-07-31 00:00:00.000000,2026-08-27T05:21:01.834505+00:00,D:/D drive recovery/Shiva JH/Projects/OneLake Medallion/data/landing/2018-07-16/order_payments.parquet,2018-07-16
1f7ca128c2e0034d8ebe8a38824c0db1,1,credit_card,3,46.29,2018-07-16,2018-08-10 00:00:00.000000,2026-08-27T05:21:01.834505+00:00,D:/D drive recovery/Shiva JH/Projects/OneLake Medallion/data/landing/2018-07-16/order_payments.parquet,2018-07-16
afc68d1f35e9dfe8220c9b9e27647065,1,credit_card,1,67.44,2018-07-16,2018-08-01 00:00:00.000000,2026-08-27T05:21:01.834505+00:00,D:/D drive recovery/Shiva JH/Projects/OneLake Medallion/data/landing/2018-07-16/order_payments.parquet,2018-07-16
6ac314f1970b39cf3b7760803caf3c23,1,boleto,1,131.88,2018-07-16,2018-08-01 00:00:00.000000,2026-08-27T05:21:01.834505+00:00,D:/D drive recovery/Shiva JH/Projects/OneLake Medallion/data/landing/2018-07-16/order_payments.parquet,2018-07-16
fa4e67c2fc9315f348f252ab6490b03c,1,credit_card,1,180.33,2018-07-16,2018-08-10 00:00:00.000000,2026-08-27T05:21:01.834505+00:00,D:/D drive recovery/Shiva JH/Projects/OneLake Medallion/data/landing/2018-07-16/order_payments.parquet,2018-07-16
44d266dec578366b923e9b3a636c8311,1,debit_card,1,99.45,2018-07-16,2018-07-26 00:00:00.000000,2026-08-27T05:21:01.834505+00:00,D:/D drive recovery/Shiva JH/Projects/OneLake Medallion/data/landing/2018-07-16/order_payments.parquet,2018-07-16
ac89e7344d2cb5597d862e338301ef8d,1,credit_card,1,64.91,2018-07-16,2018-08-08 00:00:00.000000,2026-08-27T05:21:01.834505+00:00,D:/D drive recovery/Shiva JH/Projects/OneLake Medallion/data/landing/2018-07-16/order_payments.parquet,2018-07-16
138f041df3644d9ad82f50c67b7bb304,1,credit_card,10,135.28,2018-07-16,2018-08-03 00:00:00.000000,2026-08-27T05:21:01.834505+00:00,D:/D drive recovery/Shiva JH/Projects/OneLake Medallion/data/landing/2018-07-16/order_payments.parquet,2018-07-16
84869ba3df14629b57ca40c491a842e6,1,credit_card,10,113.77,2018-07-27,2018-09-14 17:11:19.000000,2026-08-27T05:22:44.160162+00:00,D:/D drive recovery/Shiva JH/Projects/OneLake Medallion/data/landing/2018-07-27/order_payments.parquet,2018-07-27
b5244709b8ea124be6761680b9966925,1,voucher,1,64.92,2018-07-27,2018-08-10 00:00:00.000000,2026-08-27T05:22:44.160162+00:00,D:/D drive recovery/Shiva JH/Projects/OneLake Medallion/data/landing/2018-07-27/order_payments.parquet,2018-07-27
e5c7ad83fffff48754bc2696e1ea59fb,1,credit_card,2,124.01,2018-07-05,2018-07-24 00:00:00.000000,2026-08-27T05:19:25.318726+00:00,D:/D drive recovery/Shiva JH/Projects/OneLake Medallion/data/landing/2018-07-05/order_payments.parquet,2018-07-05
f0755c7d99a4a7f0bfa967f87d657855,1,credit_card,1,89.49,2018-07-05,2018-08-02 00:00:00.000000,2026-08-27T05:19:25.318726+00:00,D:/D drive recovery/Shiva JH/Projects/OneLake Medallion/data/landing/2018-07-05/order_payments.parquet,2018-07-05
32c1eb77cf7ceaa6358640e4cad0d14c,1,credit_card,3,97.12,2018-07-05,2018-07-18 00:00:00.000000,2026-08-27T05:19:25.318726+00:00,D:/D drive recovery/Shiva JH/Projects/OneLake Medallion/data/landing/2018-07-05/order_payments.parquet,2018-07-05
76eb528b2b3ae258e1c9a8d0eedad2b4,1,credit_card,1,92.73,2018-07-05,2018-08-13 00:00:00.000000,2026-08-27T05:19:25.318726+00:00,D:/D drive recovery/Shiva JH/Projects/OneLake Medallion/data/landing/2018-07-05/order_payments.parquet,2018-07-05
d559ca25e0953705de5c369c8bdebc48,1,credit_card,3,110.46,2018-07-05,2018-07-30 00:00:00.000000,2026-08-27T05:19:25.318726+00:00,D:/D drive recovery/Shiva JH/Projects/OneLake Medallion/data/landing/2018-07-05/order_payments.parquet,2018-07-05
09a5c8d751662bfb96c5a3307619cb36,1,credit_card,7,376.85,2018-07-30,2018-08-13 00:00:00.000000,2026-08-27T05:23:14.286155+00:00,D:/D drive recovery/Shiva JH/Projects/OneLake Medallion/data/landing/2018-07-30/order_payments.parquet,2018-07-30
97445d49acef660b9217b07d0fc1ce3a,1,credit_card,2,145.99,2018-07-30,2018-08-27 00:00:00.000000,2026-08-27T05:23:14.286155+00:00,D:/D drive recovery/Shiva JH/Projects/OneLake Medallion/data/landing/2018-07-30/order_payments.parquet,2018-07-30
e48c42a05954c6542e0631596bfb6fe2,1,credit_card,3,89.21,2018-07-30,2018-08-15 23:52:51.000000,2026-08-27T05:23:14.286155+00:00,D:/D drive recovery/Shiva JH/Projects/OneLake Medallion/data/landing/2018-07-30/order_payments.parquet,2018-07-30
85897c1837af1ba410fee4573c3f16de,1,credit_card,1,173.99,2018-07-30,2018-09-06 00:00:00.000000,2026-08-27T05:23:14.286155+00:00,D:/D drive recovery/Shiva JH/Projects/OneLake Medallion/data/landing/2018-07-30/order_payments.parquet,2018-07-30
cedea2bde15dac9808c6cd430cbf03f4,1,credit_card,8,355.03,2018-07-10,2018-08-01 00:00:00.000000,2026-08-27T05:20:10.324599+00:00,D:/D drive recovery/Shiva JH/Projects/OneLake Medallion/data/landing/2018-07-10/order_payments.parquet,2018-07-10
4e9cb71601575577f2208d3aedf933cc,1,credit_card,1,87.63,2018-07-10,2018-08-17 00:00:00.000000,2026-08-27T05:20:10.324599+00:00,D:/D drive recovery/Shiva JH/Projects/OneLake Medallion/data/landing/2018-07-10/order_payments.parquet,2018-07-10
9d9fcb45ee8881b84ca11e65a913941a,1,boleto,1,71.62,2018-07-10,2018-07-30 00:00:00.000000,2026-08-27T05:20:10.324599+00:00,D:/D drive recovery/Shiva JH/Projects/OneLake Medallion/data/landing/2018-07-10/order_payments.parquet,2018-07-10
4a1c879db7056f078a037fdf72b6d0fc,1,boleto,1,325.82,2018-07-10,2018-07-26 00:00:00.000000,2026-08-27T05:20:10.324599+00:00,D:/D drive recovery/Shiva JH/Projects/OneLake Medallion/data/landing/2018-07-10/order_payments.parquet,2018-07-10
13188f2e3cfdae1480d1552e58d19d7d,1,boleto,1,163.38,2018-07-24,2018-08-01 00:00:00.000000,2026-08-27T05:22:12.203093+00:00,D:/D drive recovery/Shiva JH/Projects/OneLake Medallion/data/landing/2018-07-24/order_payments.parquet,2018-07-24
2af1664ed08d6f1bc9b2c0e743cafded,2,voucher,1,60.0,2018-07-24,2018-08-07 00:00:00.000000,2026-08-27T05:22:12.203093+00:00,D:/D drive recovery/Shiva JH/Projects/OneLake Medallion/data/landing/2018-07-24/order_payments.parquet,2018-07-24
2af1664ed08d6f1bc9b2c0e743cafded,1,credit_card,1,7.54,2018-07-24,2018-08-07 00:00:00.000000,2026-08-27T05:22:12.203093+00:00,D:/D drive recovery/Shiva JH/Projects/OneLake Medallion/data/landing/2018-07-24/order_payments.parquet,2018-07-24
275b46c1b462043f24768a0b168bc654,1,debit_card,1,22.39,2018-07-24,2018-08-09 00:00:00.000000,2026-08-27T05:22:12.203093+00:00,D:/D drive recovery/Shiva JH/Projects/OneLake Medallion/data/landing/2018-07-24/order_payments.parquet,2018-07-24
e299d0b6b42a62df652195edf2b551da,1,credit_card,10,182.82,2018-07-24,2018-08-15 00:00:00.000000,2026-08-27T05:22:12.203093+00:00,D:/D drive recovery/Shiva JH/Projects/OneLake Medallion/data/landing/2018-07-24/order_payments.parquet,2018-07-24
a415ad4db7ac7a8d3f67fa7aeb0d569e,1,credit_card,2,49.59,2018-07-19,2018-08-06 00:00:00.000000,2026-08-27T05:21:26.143436+00:00,D:/D drive recovery/Shiva JH/Projects/OneLake Medallion/data/landing/2018-07-19/order_payments.parquet,2018-07-19
de6ecf700b95b7b8f6d4dbea03fd56dc,1,credit_card,1,35.14,2018-07-19,2018-08-06 00:00:00.000000,2026-08-27T05:21:26.143436+00:00,D:/D drive recovery/Shiva JH/Projects/OneLake Medallion/data/landing/2018-07-19/order_payments.parquet,2018-07-19
87850ccd83d669cf004ea32dd917d6c4,1,boleto,1,192.89,2018-07-19,2018-08-20 00:00:00.000000,2026-08-27T05:21:26.143436+00:00,D:/D drive recovery/Shiva JH/Projects/OneLake Medallion/data/landing/2018-07-19/order_payments.parquet,2018-07-19
d10503eeef371049c26e11de7d6552dc,1,credit_card,1,32.33,2018-07-11,2018-07-20 00:00:00.000000,2026-08-27T05:20:19.296566+00:00,D:/D drive recovery/Shiva JH/Projects/OneLake Medallion/data/landing/2018-07-11/order_payments.parquet,2018-07-11
77e9d2f71c740441b1fce48743b8e358,1,credit_card,3,67.49,2018-07-11,2018-08-01 00:00:00.000000,2026-08-27T05:20:19.296566+00:00,D:/D drive recovery/Shiva JH/Projects/OneLake Medallion/data/landing/2018-07-11/order_payments.parquet,2018-07-11
442a41b00a8a8bda35511fdf1eb65cc5,1,credit_card,1,52.57,2018-07-11,2018-07-20 00:00:00.000000,2026-08-27T05:20:19.296566+00:00,D:/D drive recovery/Shiva JH/Projects/OneLake Medallion/data/landing/2018-07-11/order_payments.parquet,2018-07-11
0bb6d291f1488ae4922e89c2f6105f33,1,credit_card,3,243.66,2018-07-11,2018-07-31 00:00:00.000000,2026-08-27T05:20:19.296566+00:00,D:/D drive recovery/Shiva JH/Projects/OneLake Medallion/data/landing/2018-07-11/order_payments.parquet,2018-07-11
93c781a8790c89bac596f6ff7d924c73,1,credit_card,4,93.28,2018-07-03,2018-07-30 00:00:00.000000,2026-08-27T05:19:08.521759+00:00,D:/D drive recovery/Shiva JH/Projects/OneLake Medallion/data/landing/2018-07-03/order_payments.parquet,2018-07-03
ceb435f46d86d2fb2890334c4862315a,1,credit_card,3,48.21,2018-07-03,2018-08-02 00:00:00.000000,2026-08-27T05:19:08.521759+00:00,D:/D drive recovery/Shiva JH/Projects/OneLake Medallion/data/landing/2018-07-03/order_payments.parquet,2018-07-03
7448f861b4547fc4407e432c043ee4a0,1,credit_card,1,44.48,2018-07-15,2018-08-06 00:00:00.000000,2026-08-27T05:20:53.815879+00:00,D:/D drive recovery/Shiva JH/Projects/OneLake Medallion/data/landing/2018-07-15/order_payments.parquet,2018-07-15
f1f053637dd55791fa3a8ae1df1f3605,1,credit_card,6,221.23,2018-07-15,2018-08-10 00:00:00.000000,2026-08-27T05:20:53.815879+00:00,D:/D drive recovery/Shiva JH/Projects/OneLake Medallion/data/landing/2018-07-15/order_payments.parquet,2018-07-15
fafc6736ffc73023e2685c30aa3822c2,1,credit_card,2,84.05,2018-07-15,2018-08-14 00:00:00.000000,2026-08-27T05:20:53.815879+00:00,D:/D drive recovery/Shiva JH/Projects/OneLake Medallion/data/landing/2018-07-15/order_payments.parquet,2018-07-15
f9ea6cc9d3f50070aba77ffd39ef6d13,1,boleto,1,32.37,2018-07-15,2018-08-07 00:00:00.000000,2026-08-27T05:20:53.815879+00:00,D:/D drive recovery/Shiva JH/Projects/OneLake Medallion/data/landing/2018-07-15/order_payments.parquet,2018-07-15
ceae0f133957c3337b7f630eb8bf80d9,1,credit_card,2,163.82,2018-07-15,2018-08-07 00:00:00.000000,2026-08-27T05:20:53.815879+00:00,D:/D drive recovery/Shiva JH/Projects/OneLake Medallion/data/landing/2018-07-15/order_payments.parquet,2018-07-15
a6ecc5068e6e585b2dca3e496ba4b277,1,credit_card,3,151.23,2018-07-13,2018-07-30 00:00:00.000000,2026-08-27T05:20:36.199400+00:00,D:/D drive recovery/Shiva JH/Projects/OneLake Medallion/data/landing/2018-07-13/order_payments.parquet,2018-07-13
e15c6296371161f7eabd6ce8335b5b51,1,boleto,1,144.14,2018-07-13,2018-08-06 00:00:00.000000,2026-08-27T05:20:36.199400+00:00,D:/D drive recovery/Shiva JH/Projects/OneLake Medallion/data/landing/2018-07-13/order_payments.parquet,2018-07-13
0c1e49ce507979f2fb222498663ce653,1,credit_card,8,215.78,2018-07-21,2018-08-13 00:00:00.000000,2026-08-27T05:21:42.709336+00:00,D:/D drive recovery/Shiva JH/Projects/OneLake Medallion/data/landing/2018-07-21/order_payments.parquet,2018-07-21
ad33ed1fc2b45e7f714e3cec25e31334,1,credit_card,2,60.44,2018-07-21,2018-08-08 00:00:00.000000,2026-08-27T05:21:42.709336+00:00,D:/D drive recovery/Shiva JH/Projects/OneLake Medallion/data/landing/2018-07-21/order_payments.parquet,2018-07-21
