customer_id,customer_unique_id,customer_zip_code_prefix,customer_city,customer_state,order_date,updated_at,_ingested_at,_source_file,_batch_id
21e121469a31f5b4e2eb5b6574359c4c,a995d70d9935a4624429e4ded23bbc73,03257,sao paulo,SP,2018-07-02,2018-07-20 00:00:00.000000,2026-08-27T05:18:59.817328+00:00,D:/D drive recovery/Shiva JH/Projects/OneLake Medallion/data/landing/2018-07-02/customers.parquet,2018-07-02
f58b2a937d7ce076a3f89e66972e3f07,c890da48b4d8f20ae4ba2a4064f068a5,36302,sao joao del rei,MG,2018-07-02,2018-07-30 00:00:00.000000,2026-08-27T05:18:59.817328+00:00,D:/D drive recovery/Shiva JH/Projects/OneLake Medallion/data/landing/2018-07-02/customers.parquet,2018-07-02
bf01f3a04b580fb95c093bf4af56255e,177ec48599fc2e90568f803d0c223826,31990,belo horizonte,MG,2018-07-02,2018-07-31 00:00:00.000000,2026-08-27T05:18:59.817328+00:00,D:/D drive recovery/Shiva JH/Projects/OneLake Medallion/data/landing/2018-07-02/customers.parquet,2018-07-02
e9a4def88f3b9bef3792b8eb0c665722,9c2af4e0b12e6c662ce5e1580c0a8408,64048,teresina,PI,2018-07-02,2018-08-01 00:00:00.000000,2026-08-27T05:18:59.817328+00:00,D:/D drive recovery/Shiva JH/Projects/OneLake Medallion/data/landing/2018-07-02/customers.parquet,2018-07-02
6e660ca85210c89e215463852d16f236,c930602fc2e14c47e0939aa7a88f3740,44021,feira de santana,BA,2018-07-08,2018-08-02 00:00:00.000000,2026-08-27T05:19:49.478351+00:00,D:/D drive recovery/Shiva JH/Projects/OneLake Medallion/data/landing/2018-07-08/customers.parquet,2018-07-08
ae9126e7f4fd1d156c489b3ee26c3324,243a60e496c1f5289946e9cea1b0987a,22795,rio de janeiro,RJ,2018-07-08,2018-08-13 00:00:00.000000,2026-08-27T05:19:49.478351+00:00,D:/D drive recovery/Shiva JH/Projects/OneLake Medallion/data/landing/2018-07-08/customers.parquet,2018-07-08
1726600c085f65e9200ef2b46f28c58a,c15e2b7e05c336326e60a103ef5c9ece,80040,curitiba,PR,2018-07-16,2018-07-31 00:00:00.000000,2026-08-27T05:21:01.834505+00:00,D:/D drive recovery/Shiva JH/Projects/OneLake Medallion/data/landing/2018-07-16/customers.parquet,2018-07-16
c46b80a1d5e25ac1e32520e9b70ded53,e12e3ee1eb7c5ad94cca4e7429e59932,85660,dois vizinhos,PR,2018-07-16,2018-08-03 00:00:00.000000,2026-08-27T05:21:01.834505+00:00,D:/D drive recovery/Shiva JH/Projects/OneLake Medallion/data/landing/2018-07-16/customers.parquet,2018-07-16
33b8c73c9e6bb0e7156ddebafb5dba57,65be6248a39942f9ab10da91280e2576,25974,teresopolis,RJ,2018-07-16,2018-08-08 00:00:00.000000,2026-08-27T05:21:01.834505+00:00,D:/D drive recovery/Shiva JH/Projects/OneLake Medallion/data/landing/2018-07-16/customers.parquet,2018-07-16
7613a58283d100e4da203bbcfa57fbac,377cbe356d0e8c3b8a378114ce2e1271,30850,belo horizonte,MG,2018-07-16,2018-08-01 00:00:00.000000,2026-08-27T05:21:01.834505+00:00,D:/D drive recovery/Shiva JH/Projects/OneLake Medallion/data/landing/2018-07-16/customers.parquet,2018-07-16
e660f7483c8a0e1600ce3131a224ce75,e372df26ddbc7532211a9886f9d3f358,07023,guarulhos,SP,2018-07-16,2018-07-26 00:00:00.000000,2026-08-27T05:21:01.834505+00:00,D:/D drive recovery/Shiva JH/Projects/OneLake Medallion/data/landing/2018-07-16/customers.parquet,2018-07-16
32fec68d7db000a9570c6a328eb783d7,e12926cd269caf698d1d44fe347880db,32240,contagem,MG,2018-07-16,2018-07-31 00:00:00.000000,2026-08-27T05:21:01.834505+00:00,D:/D drive recovery/Shiva JH/Projects/OneLake Medallion/data/landing/2018-07-16/customers.parquet,2018-07-16
2ba9c20cc3cd864fa7c903f2fdb9333a,aa8c13a2ef25d721f7a0ac95fdfacdf2,37900,passos,MG,2018-07-16,2018-08-01 00:00:00.000000,2026-08-27T05:21:01.834505+00:00,D:/D drive recovery/Shiva JH/Projects/OneLake Medallion/data/landing/2018-07-16/customers.parquet,2018-07-16
caa84cedc311453e6121d380f0b5ad26,15946698663ec021091ec2e291b7d713,96190,dom feliciano,RS,2018-07-16,2018-08-10 00:00:00.000000,2026-08-27T05:21:01.834505+00:00,D:/D drive recovery/Shiva JH/Projects/OneLake Medallion/data/landing/2018-07-16/customers.parquet,2018-07-16
c51de5efbf4919246057f725d38991d8,17ccd1b75a9e0801b1b4b0ad6c7d1be3,18610,botucatu,SP,2018-07-16,2018-07-30 00:00:00.000000,2026-08-27T05:21:01.834505+00:00,D:/D drive recovery/Shiva JH/Projects/OneLake Medallion/data/landing/2018-07-16/customers.parquet,2018-07-16
98b5d640be72dacc172797c4a77c7f32,0f6eedce40add0d007bac2039e721716,02326,sao paulo,SP,2018-07-16,2018-07-31 00:00:00.000000,2026-08-27T05:21:01.834505+00:00,D:/D drive recovery/Shiva JH/Projects/OneLake Medallion/data/landing/2018-07-16/customers.parquet,2018-07-16
e822df92236671cd7ee6fc19384d21ee,8cb4dbbe502eaf94d6f45da83dc8873a,71693,brasilia,DF,2018-07-16,2018-08-10 00:00:00.000000,2026-08-27T05:21:01.834505+00:00,D:/D drive recovery/Shiva JH/Projects/OneLake Medallion/data/landing/2018-07-16/customers.parquet,2018-07-16
16b2af5a3dda4ad1940daeb17536c5a8,d35ff7e26bfdc97d1e57191f1438fcfd,37305,madre de deus de minas,MG,2018-07-21,2018-08-13 00:00:00.000000,2026-08-27T05:21:42.709336+00:00,D:/D drive recovery/Shiva JH/Projects/OneLake Medallion/data/landing/2018-07-21/customers.parquet,2018-07-21
fb6ed625507693e5b130b1918923e2ca,59333c2cc7727eeef6170c26b71565f7,72250,brasilia,DF,2018-07-21,2018-08-08 00:00:00.000000,2026-08-27T05:21:42.709336+00:00,D:/D drive recovery/Shiva JH/Projects/OneLake Medallion/data/landing/2018-07-21/customers.parquet,2018-07-21
2e72ee00f14fde45636abbdc4f3b08cf,b7ffb665ff10cf09ed37bf18682a9f5a,01315,sao paulo,SP,2018-07-23,2018-08-16 00:00:00.000000,2026-08-27T05:22:03.203712+00:00,D:/D drive recovery/Shiva JH/Projects/OneLake Medallion/data/landing/2018-07-23/customers.parquet,2018-07-23
76438d399d73b678a7088f5eedd20478,58b543fb88ff2dd1af70029acb7fedf9,97543,alegrete,RS,2018-07-23,2018-08-16 00:00:00.000000,2026-08-27T05:22:03.203712+00:00,D:/D drive recovery/Shiva JH/Projects/OneLake Medallion/data/landing/2018-07-23/customers.parquet,2018-07-23
a7f60f86d76ce82c5976dc7a4405b861,73b1e8a7c2ed35a30417e49847d458cb,30441,belo horizonte,MG,2018-07-23,2018-08-14 00:00:00.000000,2026-08-27T05:22:03.203712+00:00,D:/D drive recovery/Shiva JH/Projects/OneLake Medallion/data/landing/2018-07-23/customers.parquet,2018-07-23
8953a5c61a611a5a2779189ed24e6744,1bd213456a494763b9c15492cf4d7005,45570,ipiau,BA,2018-07-23,2018-08-16 00:00:00.000000,2026-08-27T05:22:03.203712+00:00,D:/D drive recovery/Shiva JH/Projects/OneLake Medallion/data/landing/2018-07-23/customers.parquet,2018-07-23
df0b1989cacff9ad7beaf2bcc6336089,9a2de4881b1c6afeef127a0cbaab68e4,35450,itabirito,MG,2018-07-23,2018-08-22 00:00:00.000000,2026-08-27T05:22:03.203712+00:00,D:/D drive recovery/Shiva JH/Projects/OneLake Medallion/data/landing/2018-07-23/customers.parquet,2018-07-23
294016bb7e7262d41b7430f4124989af,1899d90f4d0689ebf2f45f683c414fda,82820,curitiba,PR,2018-07-23,2018-08-08 00:00:00.000000,2026-08-27T05:22:03.203712+00:00,D:/D drive recovery/Shiva JH/Projects/OneLake Medallion/data/landing/2018-07-23/customers.parquet,2018-07-23
28a760962f6a7ad17cfa070eeceae1ea,af4060a17b4d8f42ec3924792f07200d,04429,sao paulo,SP,2018-07-23,2018-08-07 00:00:00.000000,2026-08-27T05:22:03.203712+00:00,D:/D drive recovery/Shiva JH/Projects/OneLake Medallion/data/landing/2018-07-23/customers.parquet,2018-07-23
9e911087ac4b6bab9a8581e5df86a779,478718b4a397f32138833829a1215a13,49025,aracaju,SE,2018-07-23,2018-08-16 00:00:00.000000,2026-08-27T05:22:03.203712+00:00,D:/D drive recovery/Shiva JH/Projects/OneLake Medallion/data/landing/2018-07-23/customers.parquet,2018-07-23
27a748bd3c2cba4f31221d301d5401ab,6e3a167b6908386aaff774280e6eb1cb,13418,piracicaba,SP,2018-07-23,2018-07-31 00:00:00.000000,2026-08-27T05:22:03.203712+00:00,D:/D drive recovery/Shiva JH/Projects/OneLake Medallion/data/landing/2018-07-23/customers.parquet,2018-07-23
a701194f0a767e378a77e2c59b151d65,40dc0d63ed50acb10021a6619e97d8ac,24210,niteroi,RJ,2018-07-23,2018-08-13 00:00:00.000000,2026-08-27T05:22:03.203712+00:00,D:/D drive recovery/Shiva JH/Projects/OneLake Medallion/data/landing/2018-07-23/customers.parquet,2018-07-23
98b5b8ac8f4775c874fae11ad151713d,4a665a3b72a99832d62015e9721b1cac,88110,sao jose,SC,2018-07-19,2018-08-06 00:00:00.000000,2026-08-27T05:21:26.143436+00:00,D:/D drive recovery/Shiva JH/Projects/OneLake Medallion/data/landing/2018-07-19/customers.parquet,2018-07-19
c82d7cb984499a33646e2378f2624f9c,7f2b05918dba5f972a8fc8757490bc8a,11760,itariri,SP,2018-07-19,2018-08-20 00:00:00.000000,2026-08-27T05:21:26.143436+00:00,D:/D drive recovery/Shiva JH/Projects/OneLake Medallion/data/landing/2018-07-19/customers.parquet,2018-07-19
66fab3d0d2b0b2fd1e362ef8d9084fc3,c01840db5a0ca3b5f6cf2e182a5d9f71,90130,porto alegre,RS,2018-07-19,2018-08-06 00:00:00.000000,2026-08-27T05:21:26.143436+00:00,D:/D drive recovery/Shiva JH/Projects/OneLake Medallion/data/landing/2018-07-19/customers.parquet,2018-07-19
c3264cc61268e5b0768dc11cffdd8f26,a69c78ff574a833849877fa6e789c640,13806,mogi mirim,SP,2018-07-27,2018-08-10 00:00:00.000000,2026-08-27T05:22:44.160162+00:00,D:/D drive recovery/Shiva JH/Projects/OneLake Medallion/data/landing/2018-07-27/customers.parquet,2018-07-27
8000d8c2201ad0577d5f459c6325ccdc,25c092bd41435b85c8654522e96b5d33,35350,raul soares,MG,2018-07-27,2018-09-14 17:11:19.000000,2026-08-27T05:22:44.160162+00:00,D:/D drive recovery/Shiva JH/Projects/OneLake Medallion/data/landing/2018-07-27/customers.parquet,2018-07-27
5fdd49edb09becac48278186f305ccc0,88529634e3dcc984a2b31c184fbe99dd,80020,curitiba,PR,2018-07-22,2018-08-20 00:00:00.000000,2026-08-27T05:21:50.737679+00:00,D:/D drive recovery/Shiva JH/Projects/OneLake Medallion/data/landing/2018-07-22/customers.parquet,2018-07-22
d71aac5df6dac25e0a45e04a3aad1bdd,a393318d105b41e17b2b04716731d17e,52011,recife,PE,2018-07-22,2018-08-16 00:00:00.000000,2026-08-27T05:21:50.737679+00:00,D:/D drive recovery/Shiva JH/Projects/OneLake Medallion/data/landing/2018-07-22/customers.parquet,2018-07-22
905739b8ac0098bd3d323019d9cac69e,696fca7af7f751e1749087433a92c790,73950,alvorada do norte,GO,2018-07-22,2018-08-13 00:00:00.000000,2026-08-27T05:21:50.737679+00:00,D:/D drive recovery/Shiva JH/Projects/OneLake Medallion/data/landing/2018-07-22/customers.parquet,2018-07-22
665a313366dfc254e4cacfafd78b1fc1,e8de5b217669cd4d0a026f97656068d6,13150,cosmopolis,SP,2018-07-29,2018-08-10 00:00:00.000000,2026-08-27T05:23:04.653227+00:00,D:/D drive recovery/Shiva JH/Projects/OneLake Medallion/data/landing/2018-07-29/customers.parquet,2018-07-29
6e63adb48a6871ebb6a58539ed62a3d8,be3d96c7ca89c166435cc3c297174679,11040,santos,SP,2018-07-29,2018-08-08 00:00:00.000000,2026-08-27T05:23:04.653227+00:00,D:/D drive recovery/Shiva JH/Projects/OneLake Medallion/data/landing/2018-07-29/customers.parquet,2018-07-29
12d0b44639bd33370315a182ab78a18e,ca29927a591eaf66ee107a933181c33b,05848,sao paulo,SP,2018-07-29,2018-08-20 13:22:31.000000,2026-08-27T05:23:04.653227+00:00,D:/D drive recovery/Shiva JH/Projects/OneLake Medallion/data/landing/2018-07-29/customers.parquet,2018-07-29
2a4d4ee2aa215919b261827389e59ddf,153d5632321e12f7744e1c258d553167,18076,sorocaba,SP,2018-07-29,2018-08-06 00:00:00.000000,2026-08-27T05:23:04.653227+00:00,D:/D drive recovery/Shiva JH/Projects/OneLake Medallion/data/landing/2018-07-29/customers.parquet,2018-07-29
8e9100df87f0102df82026f2400af7ed,6b619e0217dbe64b4cdc74160be64f2f,44700,jacobina,BA,2018-07-29,2018-08-22 00:00:00.000000,2026-08-27T05:23:04.653227+00:00,D:/D drive recovery/Shiva JH/Projects/OneLake Medallion/data/landing/2018-07-29/customers.parquet,2018-07-29
152b39d7f829538d9a25281cc20b0af6,dbe3f4e2e46a955ca13fc1554528dd5e,22631,rio de janeiro,RJ,2018-07-29,2018-09-03 00:00:00.000000,2026-08-27T05:23:04.653227+00:00,D:/D drive recovery/Shiva JH/Projects/OneLake Medallion/data/landing/2018-07-29/customers.parquet,2018-07-29
c95a0627341232e6147a84f69c5ebc5f,78fab739f967caf7f60c97a320f23261,91740,porto alegre,RS,2018-07-29,2018-08-10 00:00:00.000000,2026-08-27T05:23:04.653227+00:00,D:/D drive recovery/Shiva JH/Projects/OneLake Medallion/data/landing/2018-07-29/customers.parquet,2018-07-29
01a51dab2737347e9b62bd2616a16d22,b326e628704a6e2662dc4471885fe112,97513,uruguaiana,RS,2018-07-29,2018-08-21 00:00:00.000000,2026-08-27T05:23:04.653227+00:00,D:/D drive recovery/Shiva JH/Projects/OneLake Medallion/data/landing/2018-07-29/customers.parquet,2018-07-29
5585bc3f707bf7755cc669076c92b15d,612457f48abe3ae1c68158192353362a,52070,recife,PE,2018-07-28,2018-08-27 00:00:00.000000,2026-08-27T05:22:53.299498+00:00,D:/D drive recovery/Shiva JH/Projects/OneLake Medallion/data/landing/2018-07-28/customers.parquet,2018-07-28
bb1ce320b57af82c3533ba0d75739f7c,60d801e7acaea7b1368ba117854ef4a0,74210,goiania,GO,2018-07-28,2018-08-22 00:00:00.000000,2026-08-27T05:22:53.299498+00:00,D:/D drive recovery/Shiva JH/Projects/OneLake Medallion/data/landing/2018-07-28/customers.parquet,2018-07-28
9f894db50c8048a9a6a7b242f449a4a2,a8d4b30682739775c40e7988379edcfc,35140,tarumirim,MG,2018-07-28,2018-08-16 00:00:00.000000,2026-08-27T05:22:53.299498+00:00,D:/D drive recovery/Shiva JH/Projects/OneLake Medallion/data/landing/2018-07-28/customers.parquet,2018-07-28
38a501b835a42c582bb16868630cba84,d7fb53d13ae254079b07326898c76667,18072,sorocaba,SP,2018-07-28,2018-08-03 00:00:00.000000,2026-08-27T05:22:53.299498+00:00,D:/D drive recovery/Shiva JH/Projects/OneLake Medallion/data/landing/2018-07-28/customers.parquet,2018-07-28
90bd9911aed064dfc625750fbd83ebca,77971c2442b1adbbe0448409df2ea56a,57041,maceio,AL,2018-07-06,2018-08-03 00:00:00.000000,2026-08-27T05:19:33.228042+00:00,D:/D drive recovery/Shiva JH/Projects/OneLake Medallion/data/landing/2018-07-06/customers.parquet,2018-07-06
afe9d1eb2f0425d550f70c13702bcd85,81602361aef8bca78590b927dbce91ed,87485,douradina,PR,2018-07-06,2018-07-25 00:00:00.000000,2026-08-27T05:19:33.228042+00:00,D:/D drive recovery/Shiva JH/Projects/OneLake Medallion/data/landing/2018-07-06/customers.parquet,2018-07-06
