order_id,customer_id,order_status,order_purchase_timestamp,order_approved_at,order_delivered_carrier_date,order_delivered_customer_date,order_estimated_delivery_date,order_date,updated_at,_ingested_at,_source_file,_batch_id
7c372cacf9e2626dd13cc5277d73c6e3,8e998a42d60ef12f9d2eef2a3aa5366e,delivered,2018-07-26 17:26:38,2018-07-28 02:35:17,2018-07-30 10:11:00,2018-08-03 00:05:12,2018-08-10 00:00:00,2018-07-26,2018-08-10 00:00:00.000000,2026-08-27T05:22:35.058837+00:00,D:/D drive recovery/Shiva JH/Projects/OneLake Medallion/data/landing/2018-07-26/orders.parquet,2018-07-26
a49146f414b54879adb68c422428a68e,c236e9487a62bda00236a339f9b9bb6d,delivered,2018-07-26 10:50:55,2018-07-26 11:04:35,2018-08-02 20:20:00,2018-08-07 18:41:00,2018-08-16 00:00:00,2018-07-26,2018-08-16 00:00:00.000000,2026-08-27T05:22:35.058837+00:00,D:/D drive recovery/Shiva JH/Projects/OneLake Medallion/data/landing/2018-07-26/orders.parquet,2018-07-26
e42b66326781591510efdca88022604d,03a2a04722a38803d8c29c7339998d54,delivered,2018-07-26 22:20:02,2018-07-26 22:30:18,2018-07-27 13:50:00,2018-07-28 11:20:22,2018-08-07 00:00:00,2018-07-26,2018-08-07 00:00:00.000000,2026-08-27T05:22:35.058837+00:00,D:/D drive recovery/Shiva JH/Projects/OneLake Medallion/data/landing/2018-07-26/orders.parquet,2018-07-26
60a7df16f9a8d8f38bd974b8a873167d,9a02295e3381803554347ab4dc1ab41b,delivered,2018-07-26 01:27:57,2018-07-26 01:35:10,2018-07-26 15:16:00,2018-07-30 21:32:51,2018-08-16 00:00:00,2018-07-26,2018-08-16 00:00:00.000000,2026-08-27T05:22:35.058837+00:00,D:/D drive recovery/Shiva JH/Projects/OneLake Medallion/data/landing/2018-07-26/orders.parquet,2018-07-26
c5a136c7cf492a759889d92627006f25,6d03352eec00b16dd668224560ff054e,delivered,2018-07-26 17:24:32,2018-07-26 18:31:11,2018-07-30 11:10:00,2018-07-31 18:51:57,2018-08-07 00:00:00,2018-07-26,2018-08-07 00:00:00.000000,2026-08-27T05:22:35.058837+00:00,D:/D drive recovery/Shiva JH/Projects/OneLake Medallion/data/landing/2018-07-26/orders.parquet,2018-07-26
30d7af26cb5f8577b5c6a0164dc814c5,e924482b6903522795771e672721f5d2,canceled,2018-07-26 12:45:33,2018-07-26 12:55:25,,,2018-08-07 00:00:00,2018-07-26,2018-08-07 00:00:00.000000,2026-08-27T05:22:35.058837+00:00,D:/D drive recovery/Shiva JH/Projects/OneLake Medallion/data/landing/2018-07-26/orders.parquet,2018-07-26
e9f0f8f24251a03416e4e76735969db1,b5bbdc1fe9b6195c8521bb0e38fc7f22,delivered,2018-07-26 22:42:32,2018-07-26 22:55:06,2018-07-27 14:34:00,2018-07-30 19:22:01,2018-08-20 00:00:00,2018-07-26,2018-08-20 00:00:00.000000,2026-08-27T05:22:35.058837+00:00,D:/D drive recovery/Shiva JH/Projects/OneLake Medallion/data/landing/2018-07-26/orders.parquet,2018-07-26
936791179c34e3075442addfba1a3089,3f4a88c82ee2a505b0a4b41cbe0a438c,delivered,2018-07-26 03:55:07,2018-07-27 04:05:17,2018-07-27 14:32:00,2018-07-28 14:27:42,2018-08-03 00:00:00,2018-07-26,2018-08-03 00:00:00.000000,2026-08-27T05:22:35.058837+00:00,D:/D drive recovery/Shiva JH/Projects/OneLake Medallion/data/landing/2018-07-26/orders.parquet,2018-07-26
7a8f4f62037bb98afd289fc2ee3da497,c486f733c3f7336536bd060b9937064a,delivered,2018-07-14 14:05:43,2018-07-14 14:24:00,2018-07-17 10:42:00,2018-07-23 18:36:28,2018-08-13 00:00:00,2018-07-14,2018-08-13 00:00:00.000000,2026-08-27T05:20:45.236672+00:00,D:/D drive recovery/Shiva JH/Projects/OneLake Medallion/data/landing/2018-07-14/orders.parquet,2018-07-14
c5e30f4818a17e20a66b7277cd2eda07,4607b5869fcea2fc6ffa85f57322cf8c,delivered,2018-07-14 21:56:15,2018-07-14 22:05:11,2018-07-16 12:55:00,2018-07-24 04:48:39,2018-08-15 00:00:00,2018-07-14,2018-08-15 00:00:00.000000,2026-08-27T05:20:45.236672+00:00,D:/D drive recovery/Shiva JH/Projects/OneLake Medallion/data/landing/2018-07-14/orders.parquet,2018-07-14
13fe5b8b3ad46c558f0c53939589776b,a685e039c2149f0278def380b654b0b8,delivered,2018-07-14 17:43:48,2018-07-14 18:04:21,2018-07-24 14:13:00,2018-08-01 18:52:14,2018-09-12 00:00:00,2018-07-14,2018-09-12 00:00:00.000000,2026-08-27T05:20:45.236672+00:00,D:/D drive recovery/Shiva JH/Projects/OneLake Medallion/data/landing/2018-07-14/orders.parquet,2018-07-14
6042c0c3800159373b3343dd442c86bd,3d86c7409e155bf2b6490a0a3384a48c,delivered,2018-07-14 00:35:22,2018-07-14 00:50:18,2018-07-16 13:53:00,2018-07-25 17:32:01,2018-08-03 00:00:00,2018-07-14,2018-08-03 00:00:00.000000,2026-08-27T05:20:45.236672+00:00,D:/D drive recovery/Shiva JH/Projects/OneLake Medallion/data/landing/2018-07-14/orders.parquet,2018-07-14
425dece5c02ae29542005b6c0a9c3b63,f17604f3f89e57c7ed3df37759b9c8ff,delivered,2018-07-14 13:55:38,2018-07-14 14:05:12,2018-07-17 13:15:00,2018-07-20 16:32:10,2018-08-02 00:00:00,2018-07-14,2018-08-02 00:00:00.000000,2026-08-27T05:20:45.236672+00:00,D:/D drive recovery/Shiva JH/Projects/OneLake Medallion/data/landing/2018-07-14/orders.parquet,2018-07-14
c4416b46a61a027f858fdc3746644312,db07ec47837ea47b679c7d7bc49a2a67,delivered,2018-07-14 14:13:27,2018-07-14 14:25:15,2018-07-17 14:12:00,2018-07-26 02:06:24,2018-08-08 00:00:00,2018-07-14,2018-08-08 00:00:00.000000,2026-08-27T05:20:45.236672+00:00,D:/D drive recovery/Shiva JH/Projects/OneLake Medallion/data/landing/2018-07-14/orders.parquet,2018-07-14
628111ec0fcace16f3112336b1138aef,0a47c5efd6d0836c1b1532cb4b78cda7,delivered,2018-07-14 21:35:38,2018-07-14 21:50:13,2018-08-02 05:27:00,2018-08-08 17:46:31,2018-08-02 00:00:00,2018-07-14,2018-08-08 17:46:31.000000,2026-08-27T05:20:45.236672+00:00,D:/D drive recovery/Shiva JH/Projects/OneLake Medallion/data/landing/2018-07-14/orders.parquet,2018-07-14
61c77cbdc7ac0a0ded411b067c32baf8,bb3783f8d63379a9cd2f36383174701b,delivered,2018-07-14 17:40:59,2018-07-14 18:04:15,2018-07-17 15:16:00,2018-07-24 17:35:32,2018-08-03 00:00:00,2018-07-14,2018-08-03 00:00:00.000000,2026-08-27T05:20:45.236672+00:00,D:/D drive recovery/Shiva JH/Projects/OneLake Medallion/data/landing/2018-07-14/orders.parquet,2018-07-14
2b2354a7ca69d0b7f006aeab04524c12,ae9126e7f4fd1d156c489b3ee26c3324,delivered,2018-07-08 09:51:11,2018-07-08 10:05:26,2018-07-10 15:10:00,2018-07-23 19:48:00,2018-08-13 00:00:00,2018-07-08,2018-08-13 00:00:00.000000,2026-08-27T05:19:49.478351+00:00,D:/D drive recovery/Shiva JH/Projects/OneLake Medallion/data/landing/2018-07-08/orders.parquet,2018-07-08
99d63f07f1159c807e4175e692a8a815,6e660ca85210c89e215463852d16f236,delivered,2018-07-08 10:36:42,2018-07-10 08:35:24,2018-07-13 12:25:00,2018-07-23 14:19:10,2018-08-02 00:00:00,2018-07-08,2018-08-02 00:00:00.000000,2026-08-27T05:19:49.478351+00:00,D:/D drive recovery/Shiva JH/Projects/OneLake Medallion/data/landing/2018-07-08/orders.parquet,2018-07-08
37c647851a4d30342bc4dd9ec8c95861,e8a26c14acdc374e3333cb0877a04558,delivered,2018-07-01 00:49:58,2018-07-02 00:49:57,2018-07-03 15:50:00,2018-07-11 21:56:35,2018-08-06 00:00:00,2018-07-01,2018-08-06 00:00:00.000000,2026-08-27T05:18:50.393518+00:00,D:/D drive recovery/Shiva JH/Projects/OneLake Medallion/data/landing/2018-07-01/orders.parquet,2018-07-01
b7fa03eeccba341d5ab0dc86bfb1b08c,38a501b835a42c582bb16868630cba84,unavailable,2018-07-28 18:42:13,2018-08-02 23:30:29,,,2018-08-03 00:00:00,2018-07-28,2018-08-03 00:00:00.000000,2026-08-27T05:22:53.299498+00:00,D:/D drive recovery/Shiva JH/Projects/OneLake Medallion/data/landing/2018-07-28/orders.parquet,2018-07-28
98546163385352e1876cead1613db3d1,9f894db50c8048a9a6a7b242f449a4a2,delivered,2018-07-28 19:31:34,2018-07-28 19:45:15,2018-07-31 15:50:00,2018-08-03 18:30:50,2018-08-16 00:00:00,2018-07-28,2018-08-16 00:00:00.000000,2026-08-27T05:22:53.299498+00:00,D:/D drive recovery/Shiva JH/Projects/OneLake Medallion/data/landing/2018-07-28/orders.parquet,2018-07-28
ebd7da4bdaffcf5891595b0f78707bba,bb1ce320b57af82c3533ba0d75739f7c,delivered,2018-07-28 14:44:00,2018-07-28 14:55:17,2018-07-30 12:27:00,2018-08-08 23:31:48,2018-08-22 00:00:00,2018-07-28,2018-08-22 00:00:00.000000,2026-08-27T05:22:53.299498+00:00,D:/D drive recovery/Shiva JH/Projects/OneLake Medallion/data/landing/2018-07-28/orders.parquet,2018-07-28
a6288025a106ed8a4db8010e42d44577,5585bc3f707bf7755cc669076c92b15d,delivered,2018-07-28 18:54:26,2018-07-29 18:45:19,2018-08-09 10:16:00,2018-08-16 23:18:35,2018-08-27 00:00:00,2018-07-28,2018-08-27 00:00:00.000000,2026-08-27T05:22:53.299498+00:00,D:/D drive recovery/Shiva JH/Projects/OneLake Medallion/data/landing/2018-07-28/orders.parquet,2018-07-28
77e9d2f71c740441b1fce48743b8e358,a2310d62bc1f94364d79dd78841ea25b,delivered,2018-07-11 14:19:04,2018-07-11 14:30:24,2018-07-16 15:12:00,2018-07-30 18:39:42,2018-08-01 00:00:00,2018-07-11,2018-08-01 00:00:00.000000,2026-08-27T05:20:19.296566+00:00,D:/D drive recovery/Shiva JH/Projects/OneLake Medallion/data/landing/2018-07-11/orders.parquet,2018-07-11
442a41b00a8a8bda35511fdf1eb65cc5,e42e2e8642f9c09100b6667e321c2811,invoiced,2018-07-11 22:27:32,2018-07-11 22:45:43,,,2018-07-20 00:00:00,2018-07-11,2018-07-20 00:00:00.000000,2026-08-27T05:20:19.296566+00:00,D:/D drive recovery/Shiva JH/Projects/OneLake Medallion/data/landing/2018-07-11/orders.parquet,2018-07-11
0bb6d291f1488ae4922e89c2f6105f33,ace44b787aaa9e76275ef9e5c226f5d2,delivered,2018-07-11 10:49:57,2018-07-11 11:08:23,2018-07-11 14:01:00,2018-07-14 00:37:25,2018-07-31 00:00:00,2018-07-11,2018-07-31 00:00:00.000000,2026-08-27T05:20:19.296566+00:00,D:/D drive recovery/Shiva JH/Projects/OneLake Medallion/data/landing/2018-07-11/orders.parquet,2018-07-11
d10503eeef371049c26e11de7d6552dc,5429c758eacf141b7a8a16e40979c9f3,delivered,2018-07-11 16:05:35,2018-07-11 16:15:17,2018-07-12 13:58:00,2018-07-13 16:03:14,2018-07-20 00:00:00,2018-07-11,2018-07-20 00:00:00.000000,2026-08-27T05:20:19.296566+00:00,D:/D drive recovery/Shiva JH/Projects/OneLake Medallion/data/landing/2018-07-11/orders.parquet,2018-07-11
09a5c8d751662bfb96c5a3307619cb36,1ef2ac142610b528b3b67d6f21725fa0,delivered,2018-07-30 15:38:45,2018-08-02 13:43:20,2018-08-02 13:23:00,2018-08-03 14:03:49,2018-08-13 00:00:00,2018-07-30,2018-08-13 00:00:00.000000,2026-08-27T05:23:14.286155+00:00,D:/D drive recovery/Shiva JH/Projects/OneLake Medallion/data/landing/2018-07-30/orders.parquet,2018-07-30
e48c42a05954c6542e0631596bfb6fe2,92349255be2950b2ecb56142b551070c,delivered,2018-07-30 13:31:08,2018-07-30 19:32:13,2018-08-09 14:59:00,2018-08-15 23:52:51,2018-08-10 00:00:00,2018-07-30,2018-08-15 23:52:51.000000,2026-08-27T05:23:14.286155+00:00,D:/D drive recovery/Shiva JH/Projects/OneLake Medallion/data/landing/2018-07-30/orders.parquet,2018-07-30
85897c1837af1ba410fee4573c3f16de,a30761dd5c59782f811c2b413af317dd,delivered,2018-07-30 20:15:34,2018-07-30 21:31:44,2018-07-31 11:28:00,2018-08-06 16:02:44,2018-09-06 00:00:00,2018-07-30,2018-09-06 00:00:00.000000,2026-08-27T05:23:14.286155+00:00,D:/D drive recovery/Shiva JH/Projects/OneLake Medallion/data/landing/2018-07-30/orders.parquet,2018-07-30
97445d49acef660b9217b07d0fc1ce3a,86dc0008c3bf5f3509d99992746a98ee,delivered,2018-07-30 18:56:07,2018-07-30 20:20:24,2018-07-31 16:08:00,2018-08-07 16:36:55,2018-08-27 00:00:00,2018-07-30,2018-08-27 00:00:00.000000,2026-08-27T05:23:14.286155+00:00,D:/D drive recovery/Shiva JH/Projects/OneLake Medallion/data/landing/2018-07-30/orders.parquet,2018-07-30
a7dc01ae91acf2567d1367a25ce303e5,c95a0627341232e6147a84f69c5ebc5f,delivered,2018-07-29 20:00:34,2018-07-30 18:31:01,2018-07-31 15:12:00,2018-08-05 13:08:39,2018-08-10 00:00:00,2018-07-29,2018-08-10 00:00:00.000000,2026-08-27T05:23:04.653227+00:00,D:/D drive recovery/Shiva JH/Projects/OneLake Medallion/data/landing/2018-07-29/orders.parquet,2018-07-29
614c7adfc74985b5d111c1e38f0ad0cd,01a51dab2737347e9b62bd2616a16d22,delivered,2018-07-29 12:03:31,2018-07-29 12:40:05,2018-08-01 12:46:00,2018-08-07 21:56:29,2018-08-21 00:00:00,2018-07-29,2018-08-21 00:00:00.000000,2026-08-27T05:23:04.653227+00:00,D:/D drive recovery/Shiva JH/Projects/OneLake Medallion/data/landing/2018-07-29/orders.parquet,2018-07-29
b41055f900d670bae8cfbf3a8df79d8c,6e63adb48a6871ebb6a58539ed62a3d8,delivered,2018-07-29 15:57:45,2018-07-29 16:10:15,2018-07-31 11:33:00,2018-08-01 23:32:47,2018-08-08 00:00:00,2018-07-29,2018-08-08 00:00:00.000000,2026-08-27T05:23:04.653227+00:00,D:/D drive recovery/Shiva JH/Projects/OneLake Medallion/data/landing/2018-07-29/orders.parquet,2018-07-29
d66c390445566a6735c7a703c75e4e68,2a4d4ee2aa215919b261827389e59ddf,delivered,2018-07-29 14:21:48,2018-07-31 03:55:12,2018-07-31 15:20:00,2018-08-01 19:36:53,2018-08-06 00:00:00,2018-07-29,2018-08-06 00:00:00.000000,2026-08-27T05:23:04.653227+00:00,D:/D drive recovery/Shiva JH/Projects/OneLake Medallion/data/landing/2018-07-29/orders.parquet,2018-07-29
4ed4fa202c468c14366fbf603c8698fd,8e9100df87f0102df82026f2400af7ed,canceled,2018-07-29 00:04:04,2018-07-29 00:40:05,,,2018-08-22 00:00:00,2018-07-29,2018-08-22 00:00:00.000000,2026-08-27T05:23:04.653227+00:00,D:/D drive recovery/Shiva JH/Projects/OneLake Medallion/data/landing/2018-07-29/orders.parquet,2018-07-29
fd7ad9fe2a5c9cf444bd25691f4900d9,12d0b44639bd33370315a182ab78a18e,delivered,2018-07-29 11:05:31,2018-07-29 11:15:17,2018-08-03 13:51:00,2018-08-20 13:22:31,2018-08-16 00:00:00,2018-07-29,2018-08-20 13:22:31.000000,2026-08-27T05:23:04.653227+00:00,D:/D drive recovery/Shiva JH/Projects/OneLake Medallion/data/landing/2018-07-29/orders.parquet,2018-07-29
d1ab8de1e279bd8a55e4135f83d5c599,665a313366dfc254e4cacfafd78b1fc1,delivered,2018-07-29 20:26:54,2018-07-29 20:44:37,2018-07-30 14:59:00,2018-08-01 20:48:59,2018-08-10 00:00:00,2018-07-29,2018-08-10 00:00:00.000000,2026-08-27T05:23:04.653227+00:00,D:/D drive recovery/Shiva JH/Projects/OneLake Medallion/data/landing/2018-07-29/orders.parquet,2018-07-29
bb953a084ab406da9e19dfdc06df0245,152b39d7f829538d9a25281cc20b0af6,delivered,2018-07-29 13:54:51,2018-07-29 14:24:20,2018-07-30 15:24:00,2018-08-13 19:08:37,2018-09-03 00:00:00,2018-07-29,2018-09-03 00:00:00.000000,2026-08-27T05:23:04.653227+00:00,D:/D drive recovery/Shiva JH/Projects/OneLake Medallion/data/landing/2018-07-29/orders.parquet,2018-07-29
d8bfdbbe1b81198977776595047a0d98,2b2d359a435f18e958b8a5671b9acb4d,delivered,2018-07-20 13:30:37,2018-07-20 14:05:13,2018-07-23 12:39:00,2018-07-30 17:36:36,2018-08-13 00:00:00,2018-07-20,2018-08-13 00:00:00.000000,2026-08-27T05:21:34.651514+00:00,D:/D drive recovery/Shiva JH/Projects/OneLake Medallion/data/landing/2018-07-20/orders.parquet,2018-07-20
17d0317e0d3f083fa6f59927059e98b3,acbb229e2d5d6029df9171da81524406,delivered,2018-07-20 23:41:46,2018-07-20 23:55:11,2018-07-23 13:54:00,2018-07-25 20:18:35,2018-08-06 00:00:00,2018-07-20,2018-08-06 00:00:00.000000,2026-08-27T05:21:34.651514+00:00,D:/D drive recovery/Shiva JH/Projects/OneLake Medallion/data/landing/2018-07-20/orders.parquet,2018-07-20
69aca49c98f05af05bec6fa1f87a3059,a125a54036b56ceb4c73638eda0f18aa,delivered,2018-07-20 13:19:19,2018-07-20 13:30:13,2018-07-20 12:01:00,2018-07-25 17:03:35,2018-08-14 00:00:00,2018-07-20,2018-08-14 00:00:00.000000,2026-08-27T05:21:34.651514+00:00,D:/D drive recovery/Shiva JH/Projects/OneLake Medallion/data/landing/2018-07-20/orders.parquet,2018-07-20
934838488a3fc133b3cb9b1f716c5937,e7714a0cb7c1791ef6aecc21c8cff9c1,delivered,2018-07-20 00:41:44,2018-07-20 00:55:21,2018-07-20 13:50:00,2018-07-27 13:03:56,2018-08-10 00:00:00,2018-07-20,2018-08-10 00:00:00.000000,2026-08-27T05:21:34.651514+00:00,D:/D drive recovery/Shiva JH/Projects/OneLake Medallion/data/landing/2018-07-20/orders.parquet,2018-07-20
5c4c16f0db1537d3ef9e718f12dde7c4,f672ce127aaeccb53370920d3fbc7fef,delivered,2018-07-20 10:05:18,2018-07-20 11:05:19,2018-07-20 13:22:00,2018-07-26 00:18:27,2018-08-09 00:00:00,2018-07-20,2018-08-09 00:00:00.000000,2026-08-27T05:21:34.651514+00:00,D:/D drive recovery/Shiva JH/Projects/OneLake Medallion/data/landing/2018-07-20/orders.parquet,2018-07-20
c89b4f89b285537cd75b46ad90c49a50,93ee2b575a917c96aaa790b6ba7ca879,delivered,2018-07-20 15:13:09,2018-07-20 15:25:21,2018-07-30 11:56:00,2018-08-02 18:40:40,2018-08-17 00:00:00,2018-07-20,2018-08-17 00:00:00.000000,2026-08-27T05:21:34.651514+00:00,D:/D drive recovery/Shiva JH/Projects/OneLake Medallion/data/landing/2018-07-20/orders.parquet,2018-07-20
0039500db36d50d7d0bfaf23723550f3,90bd9911aed064dfc625750fbd83ebca,delivered,2018-07-06 10:37:32,2018-07-06 10:51:09,2018-07-07 09:15:00,2018-07-21 00:08:29,2018-08-03 00:00:00,2018-07-06,2018-08-03 00:00:00.000000,2026-08-27T05:19:33.228042+00:00,D:/D drive recovery/Shiva JH/Projects/OneLake Medallion/data/landing/2018-07-06/orders.parquet,2018-07-06
ac1b68b95d77ee9e9c3829ed43f2ccbb,afe9d1eb2f0425d550f70c13702bcd85,delivered,2018-07-06 23:39:43,2018-07-07 09:55:12,2018-07-09 12:57:00,2018-07-13 04:48:38,2018-07-25 00:00:00,2018-07-06,2018-07-25 00:00:00.000000,2026-08-27T05:19:33.228042+00:00,D:/D drive recovery/Shiva JH/Projects/OneLake Medallion/data/landing/2018-07-06/orders.parquet,2018-07-06
35c7d117e60b7447a3ee63f69addcd2c,a63832a8b162089904b6c6470e9e6434,delivered,2018-07-06 16:38:58,2018-07-06 16:51:18,2018-07-11 11:25:00,2018-07-27 22:04:45,2018-08-13 00:00:00,2018-07-06,2018-08-13 00:00:00.000000,2026-08-27T05:19:33.228042+00:00,D:/D drive recovery/Shiva JH/Projects/OneLake Medallion/data/landing/2018-07-06/orders.parquet,2018-07-06
ed3b269b4badaf0126050c9d4f7b854c,8df348aaafe2a0df5f1ad620b64095f9,delivered,2018-07-12 22:14:06,2018-07-12 22:25:13,2018-07-18 07:50:00,2018-07-23 17:48:39,2018-07-27 00:00:00,2018-07-12,2018-07-27 00:00:00.000000,2026-08-27T05:20:27.664843+00:00,D:/D drive recovery/Shiva JH/Projects/OneLake Medallion/data/landing/2018-07-12/orders.parquet,2018-07-12
ad6137b47c7f7c1c621f4de13c3d5bc9,a49a8d627171eeff10dc5601f2109971,delivered,2018-07-12 22:59:12,2018-07-13 22:55:17,2018-07-17 14:09:00,2018-07-20 19:03:04,2018-07-31 00:00:00,2018-07-12,2018-07-31 00:00:00.000000,2026-08-27T05:20:27.664843+00:00,D:/D drive recovery/Shiva JH/Projects/OneLake Medallion/data/landing/2018-07-12/orders.parquet,2018-07-12
edc438144eedf58c321995efd0225e19,8c69a3d3c7c8b218cc0b98fed5304d07,delivered,2018-07-12 18:00:04,2018-07-13 03:04:52,2018-07-13 15:56:00,2018-07-25 21:05:03,2018-07-31 00:00:00,2018-07-12,2018-07-31 00:00:00.000000,2026-08-27T05:20:27.664843+00:00,D:/D drive recovery/Shiva JH/Projects/OneLake Medallion/data/landing/2018-07-12/orders.parquet,2018-07-12
4e9cb71601575577f2208d3aedf933cc,41c7fdc3e0906b20e2da08c152c397f6,delivered,2018-07-10 20:36:54,2018-07-10 20:50:18,2018-07-18 13:01:00,2018-07-26 21:44:59,2018-08-17 00:00:00,2018-07-10,2018-08-17 00:00:00.000000,2026-08-27T05:20:10.324599+00:00,D:/D drive recovery/Shiva JH/Projects/OneLake Medallion/data/landing/2018-07-10/orders.parquet,2018-07-10
9d9fcb45ee8881b84ca11e65a913941a,61c25529de8b4b286ad86c5b89ef1f71,delivered,2018-07-10 00:21:12,2018-07-11 03:10:10,2018-07-11 14:34:00,2018-07-16 13:26:36,2018-07-30 00:00:00,2018-07-10,2018-07-30 00:00:00.000000,2026-08-27T05:20:10.324599+00:00,D:/D drive recovery/Shiva JH/Projects/OneLake Medallion/data/landing/2018-07-10/orders.parquet,2018-07-10
4a1c879db7056f078a037fdf72b6d0fc,d34411df392e5437e4582b81f9ecb90d,unavailable,2018-07-10 19:11:10,2018-07-12 03:26:18,,,2018-07-26 00:00:00,2018-07-10,2018-07-26 00:00:00.000000,2026-08-27T05:20:10.324599+00:00,D:/D drive recovery/Shiva JH/Projects/OneLake Medallion/data/landing/2018-07-10/orders.parquet,2018-07-10
cedea2bde15dac9808c6cd430cbf03f4,63e084b9953458d4d14bb6c256f831cb,delivered,2018-07-10 20:26:08,2018-07-10 20:45:37,2018-07-12 12:13:00,2018-07-23 11:10:42,2018-08-01 00:00:00,2018-07-10,2018-08-01 00:00:00.000000,2026-08-27T05:20:10.324599+00:00,D:/D drive recovery/Shiva JH/Projects/OneLake Medallion/data/landing/2018-07-10/orders.parquet,2018-07-10
