geolocation_zip_code_prefix,geolocation_lat,geolocation_lng,geolocation_city,geolocation_state,updated_at,_ingested_at,_source_file,_batch_id
17018,-22.35973743184844,-49.05231525174554,bauru,SP,2016-01-01 00:00:00.000000,2026-08-27T05:17:09.287600+00:00,D:/D drive recovery/Shiva JH/Projects/OneLake Medallion/data/landing/_reference/geolocation.parquet,_reference
17320,-22.40983742501461,-48.45042421567509,mineiros do tiete,SP,2016-01-01 00:00:00.000000,2026-08-27T05:17:09.287600+00:00,D:/D drive recovery/Shiva JH/Projects/OneLake Medallion/data/landing/_reference/geolocation.parquet,_reference
17504,-22.214731808036426,-49.96619857883034,marilia,SP,2016-01-01 00:00:00.000000,2026-08-27T05:17:09.287600+00:00,D:/D drive recovery/Shiva JH/Projects/OneLake Medallion/data/landing/_reference/geolocation.parquet,_reference
18160,-23.664502918276984,-47.581761427942936,salto de pirapora,SP,2016-01-01 00:00:00.000000,2026-08-27T05:17:09.287600+00:00,D:/D drive recovery/Shiva JH/Projects/OneLake Medallion/data/landing/_reference/geolocation.parquet,_reference
18560,-23.35277010388912,-47.69201207255984,iperó,SP,2016-01-01 00:00:00.000000,2026-08-27T05:17:09.287600+00:00,D:/D drive recovery/Shiva JH/Projects/OneLake Medallion/data/landing/_reference/geolocation.parquet,_reference
18725,-23.427981000000003,-48.86913150000001,holambra ii,SP,2016-01-01 00:00:00.000000,2026-08-27T05:17:09.287600+00:00,D:/D drive recovery/Shiva JH/Projects/OneLake Medallion/data/landing/_reference/geolocation.parquet,_reference
18730,-23.419413,-49.09844700000001,itai,SP,2016-01-01 00:00:00.000000,2026-08-27T05:17:09.287600+00:00,D:/D drive recovery/Shiva JH/Projects/OneLake Medallion/data/landing/_reference/geolocation.parquet,_reference
19025,-22.09785593377639,-51.40156940368525,presidente prudente,SP,2016-01-01 00:00:00.000000,2026-08-27T05:17:09.287600+00:00,D:/D drive recovery/Shiva JH/Projects/OneLake Medallion/data/landing/_reference/geolocation.parquet,_reference
20211,-22.91048789550255,-43.20189495797273,rio de janeiro,RJ,2016-01-01 00:00:00.000000,2026-08-27T05:17:09.287600+00:00,D:/D drive recovery/Shiva JH/Projects/OneLake Medallion/data/landing/_reference/geolocation.parquet,_reference
20740,-22.89603520399333,-43.32157651027179,rio de janeiro,RJ,2016-01-01 00:00:00.000000,2026-08-27T05:17:09.287600+00:00,D:/D drive recovery/Shiva JH/Projects/OneLake Medallion/data/landing/_reference/geolocation.parquet,_reference
22631,-23.004488711597983,-43.3686462106257,rio de janeiro,RJ,2016-01-01 00:00:00.000000,2026-08-27T05:17:09.287600+00:00,D:/D drive recovery/Shiva JH/Projects/OneLake Medallion/data/landing/_reference/geolocation.parquet,_reference
12301,-23.270441385509848,-45.93742768428648,jacarei,SP,2016-01-01 00:00:00.000000,2026-08-27T05:17:09.287600+00:00,D:/D drive recovery/Shiva JH/Projects/OneLake Medallion/data/landing/_reference/geolocation.parquet,_reference
13150,-22.630409321010436,-47.20184824565054,cosmopolis,SP,2016-01-01 00:00:00.000000,2026-08-27T05:17:09.287600+00:00,D:/D drive recovery/Shiva JH/Projects/OneLake Medallion/data/landing/_reference/geolocation.parquet,_reference
13212,-23.151712385018914,-46.97128780668247,jundiai,SP,2016-01-01 00:00:00.000000,2026-08-27T05:17:09.287600+00:00,D:/D drive recovery/Shiva JH/Projects/OneLake Medallion/data/landing/_reference/geolocation.parquet,_reference
13450,-22.760477687572443,-47.41281121951772,santa bárbara d'oeste,SP,2016-01-01 00:00:00.000000,2026-08-27T05:17:09.287600+00:00,D:/D drive recovery/Shiva JH/Projects/OneLake Medallion/data/landing/_reference/geolocation.parquet,_reference
13478,-22.737278419931872,-47.31266995989381,americana,SP,2016-01-01 00:00:00.000000,2026-08-27T05:17:09.287600+00:00,D:/D drive recovery/Shiva JH/Projects/OneLake Medallion/data/landing/_reference/geolocation.parquet,_reference
13632,-22.022040975204572,-47.41320467493181,pirassununga,SP,2016-01-01 00:00:00.000000,2026-08-27T05:17:09.287600+00:00,D:/D drive recovery/Shiva JH/Projects/OneLake Medallion/data/landing/_reference/geolocation.parquet,_reference
13690,-21.915727706969644,-47.62033250569028,descalvado,SP,2016-01-01 00:00:00.000000,2026-08-27T05:17:09.287600+00:00,D:/D drive recovery/Shiva JH/Projects/OneLake Medallion/data/landing/_reference/geolocation.parquet,_reference
13806,-22.410052544109128,-46.97276509151268,mogi mirim,SP,2016-01-01 00:00:00.000000,2026-08-27T05:17:09.287600+00:00,D:/D drive recovery/Shiva JH/Projects/OneLake Medallion/data/landing/_reference/geolocation.parquet,_reference
14020,-21.210104711049134,-47.80139005429387,ribeirao preto,SP,2016-01-01 00:00:00.000000,2026-08-27T05:17:09.287600+00:00,D:/D drive recovery/Shiva JH/Projects/OneLake Medallion/data/landing/_reference/geolocation.parquet,_reference
14055,-21.1575781634253,-47.81743621509692,ribeirao preto,SP,2016-01-01 00:00:00.000000,2026-08-27T05:17:09.287600+00:00,D:/D drive recovery/Shiva JH/Projects/OneLake Medallion/data/landing/_reference/geolocation.parquet,_reference
35920,-19.770824131113795,-43.02637346071022,nova era,MG,2016-01-01 00:00:00.000000,2026-08-27T05:17:09.287600+00:00,D:/D drive recovery/Shiva JH/Projects/OneLake Medallion/data/landing/_reference/geolocation.parquet,_reference
36051,-21.732145344739383,-43.341200445713945,juiz de fora,MG,2016-01-01 00:00:00.000000,2026-08-27T05:17:09.287600+00:00,D:/D drive recovery/Shiva JH/Projects/OneLake Medallion/data/landing/_reference/geolocation.parquet,_reference
36212,-21.189776579896712,-43.97438376637962,barroso,MG,2016-01-01 00:00:00.000000,2026-08-27T05:17:09.287600+00:00,D:/D drive recovery/Shiva JH/Projects/OneLake Medallion/data/landing/_reference/geolocation.parquet,_reference
36505,-21.10975395960748,-42.948015400464,ubá,MG,2016-01-01 00:00:00.000000,2026-08-27T05:17:09.287600+00:00,D:/D drive recovery/Shiva JH/Projects/OneLake Medallion/data/landing/_reference/geolocation.parquet,_reference
37074,-21.585276344697668,-45.454583703786064,varginha,MG,2016-01-01 00:00:00.000000,2026-08-27T05:17:09.287600+00:00,D:/D drive recovery/Shiva JH/Projects/OneLake Medallion/data/landing/_reference/geolocation.parquet,_reference
37655,-22.772937340302025,-46.22335095804688,itapeva,MG,2016-01-01 00:00:00.000000,2026-08-27T05:17:09.287600+00:00,D:/D drive recovery/Shiva JH/Projects/OneLake Medallion/data/landing/_reference/geolocation.parquet,_reference
38180,-19.571949757891144,-46.955418278639776,araxá,MG,2016-01-01 00:00:00.000000,2026-08-27T05:17:09.287600+00:00,D:/D drive recovery/Shiva JH/Projects/OneLake Medallion/data/landing/_reference/geolocation.parquet,_reference
38610,-16.362606334443775,-46.89279560165654,unai,MG,2016-01-01 00:00:00.000000,2026-08-27T05:17:09.287600+00:00,D:/D drive recovery/Shiva JH/Projects/OneLake Medallion/data/landing/_reference/geolocation.parquet,_reference
39403,-16.74508472799934,-43.88799563794789,montes claros,MG,2016-01-01 00:00:00.000000,2026-08-27T05:17:09.287600+00:00,D:/D drive recovery/Shiva JH/Projects/OneLake Medallion/data/landing/_reference/geolocation.parquet,_reference
44021,-12.241961717179295,-38.96893132070517,feira de santana,BA,2016-01-01 00:00:00.000000,2026-08-27T05:17:09.287600+00:00,D:/D drive recovery/Shiva JH/Projects/OneLake Medallion/data/landing/_reference/geolocation.parquet,_reference
49015,-10.923370500160772,-37.04516915038051,aracaju,SE,2016-01-01 00:00:00.000000,2026-08-27T05:17:09.287600+00:00,D:/D drive recovery/Shiva JH/Projects/OneLake Medallion/data/landing/_reference/geolocation.parquet,_reference
49190,-10.738773452795847,-36.85691648794299,pirambu,SE,2016-01-01 00:00:00.000000,2026-08-27T05:17:09.287600+00:00,D:/D drive recovery/Shiva JH/Projects/OneLake Medallion/data/landing/_reference/geolocation.parquet,_reference
50710,-8.038133999999996,-34.909973999999984,recife,PE,2016-01-01 00:00:00.000000,2026-08-27T05:17:09.287600+00:00,D:/D drive recovery/Shiva JH/Projects/OneLake Medallion/data/landing/_reference/geolocation.parquet,_reference
57036,-9.649837477927226,-35.70745033236193,maceio,AL,2016-01-01 00:00:00.000000,2026-08-27T05:17:09.287600+00:00,D:/D drive recovery/Shiva JH/Projects/OneLake Medallion/data/landing/_reference/geolocation.parquet,_reference
57620,-9.537973348155305,-36.63070656476612,igaci,AL,2016-01-01 00:00:00.000000,2026-08-27T05:17:09.287600+00:00,D:/D drive recovery/Shiva JH/Projects/OneLake Medallion/data/landing/_reference/geolocation.parquet,_reference
58397,-6.9666820403891,-35.70005660745292,areia,PB,2016-01-01 00:00:00.000000,2026-08-27T05:17:09.287600+00:00,D:/D drive recovery/Shiva JH/Projects/OneLake Medallion/data/landing/_reference/geolocation.parquet,_reference
58865,-6.494015953708633,-37.44918481392514,sao bento,PB,2016-01-01 00:00:00.000000,2026-08-27T05:17:09.287600+00:00,D:/D drive recovery/Shiva JH/Projects/OneLake Medallion/data/landing/_reference/geolocation.parquet,_reference
60431,-3.738532809048407,-38.5437308731606,fortaleza,CE,2016-01-01 00:00:00.000000,2026-08-27T05:17:09.287600+00:00,D:/D drive recovery/Shiva JH/Projects/OneLake Medallion/data/landing/_reference/geolocation.parquet,_reference
64180,-3.892084643621096,-42.23394623857791,esperantina,PI,2016-01-01 00:00:00.000000,2026-08-27T05:17:09.287600+00:00,D:/D drive recovery/Shiva JH/Projects/OneLake Medallion/data/landing/_reference/geolocation.parquet,_reference
66615,-1.398302853453761,-48.45359410502642,belem,PA,2016-01-01 00:00:00.000000,2026-08-27T05:17:09.287600+00:00,D:/D drive recovery/Shiva JH/Projects/OneLake Medallion/data/landing/_reference/geolocation.parquet,_reference
15603,-20.28375595699078,-50.23935960597549,fernandopolis,SP,2016-01-01 00:00:00.000000,2026-08-27T05:17:09.287600+00:00,D:/D drive recovery/Shiva JH/Projects/OneLake Medallion/data/landing/_reference/geolocation.parquet,_reference
15650,-20.2860298153052,-50.40073964334606,estrela d'oeste,SP,2016-01-01 00:00:00.000000,2026-08-27T05:17:09.287600+00:00,D:/D drive recovery/Shiva JH/Projects/OneLake Medallion/data/landing/_reference/geolocation.parquet,_reference
16301,-21.426570046543283,-50.06791761043272,penapolis,SP,2016-01-01 00:00:00.000000,2026-08-27T05:17:09.287600+00:00,D:/D drive recovery/Shiva JH/Projects/OneLake Medallion/data/landing/_reference/geolocation.parquet,_reference
18270,-23.3512888921318,-47.844533893650215,tatui,SP,2016-01-01 00:00:00.000000,2026-08-27T05:17:09.287600+00:00,D:/D drive recovery/Shiva JH/Projects/OneLake Medallion/data/landing/_reference/geolocation.parquet,_reference
18550,-23.279657630556585,-47.6618565754143,boituva,SP,2016-01-01 00:00:00.000000,2026-08-27T05:17:09.287600+00:00,D:/D drive recovery/Shiva JH/Projects/OneLake Medallion/data/landing/_reference/geolocation.parquet,_reference
19806,-22.657282312191057,-50.41657037194679,assis,SP,2016-01-01 00:00:00.000000,2026-08-27T05:17:09.287600+00:00,D:/D drive recovery/Shiva JH/Projects/OneLake Medallion/data/landing/_reference/geolocation.parquet,_reference
20050,-22.90564695253624,-43.17888623036526,rio de janeiro,RJ,2016-01-01 00:00:00.000000,2026-08-27T05:17:09.287600+00:00,D:/D drive recovery/Shiva JH/Projects/OneLake Medallion/data/landing/_reference/geolocation.parquet,_reference
20735,-22.89834913791924,-43.28603771175494,rio de janeiro,RJ,2016-01-01 00:00:00.000000,2026-08-27T05:17:09.287600+00:00,D:/D drive recovery/Shiva JH/Projects/OneLake Medallion/data/landing/_reference/geolocation.parquet,_reference
20930,-22.89002472433818,-43.23590644033692,rio de janeiro,RJ,2016-01-01 00:00:00.000000,2026-08-27T05:17:09.287600+00:00,D:/D drive recovery/Shiva JH/Projects/OneLake Medallion/data/landing/_reference/geolocation.parquet,_reference
22420,-22.984848450458767,-43.20073414542106,rio de janeiro,RJ,2016-01-01 00:00:00.000000,2026-08-27T05:17:09.287600+00:00,D:/D drive recovery/Shiva JH/Projects/OneLake Medallion/data/landing/_reference/geolocation.parquet,_reference
22450,-22.99399656731484,-43.23396766206948,rio de janeiro,RJ,2016-01-01 00:00:00.000000,2026-08-27T05:17:09.287600+00:00,D:/D drive recovery/Shiva JH/Projects/OneLake Medallion/data/landing/_reference/geolocation.parquet,_reference
28616,-22.31756452149461,-42.517635511479206,nova friburgo,RJ,2016-01-01 00:00:00.000000,2026-08-27T05:17:09.287600+00:00,D:/D drive recovery/Shiva JH/Projects/OneLake Medallion/data/landing/_reference/geolocation.parquet,_reference
28800,-22.7072351350913,-42.62882877464098,rio bonito,RJ,2016-01-01 00:00:00.000000,2026-08-27T05:17:09.287600+00:00,D:/D drive recovery/Shiva JH/Projects/OneLake Medallion/data/landing/_reference/geolocation.parquet,_reference
28941,-22.837704326139622,-42.09941559909131,sao pedro da aldeia,RJ,2016-01-01 00:00:00.000000,2026-08-27T05:17:09.287600+00:00,D:/D drive recovery/Shiva JH/Projects/OneLake Medallion/data/landing/_reference/geolocation.parquet,_reference
29192,-19.832533074852947,-40.26723918916462,aracruz,ES,2016-01-01 00:00:00.000000,2026-08-27T05:17:09.287600+00:00,D:/D drive recovery/Shiva JH/Projects/OneLake Medallion/data/landing/_reference/geolocation.parquet,_reference
29395,-20.23522317591383,-41.51097291118037,ibatiba,ES,2016-01-01 00:00:00.000000,2026-08-27T05:17:09.287600+00:00,D:/D drive recovery/Shiva JH/Projects/OneLake Medallion/data/landing/_reference/geolocation.parquet,_reference
30190,-19.921126734952896,-43.94119674937962,belo horizonte,MG,2016-01-01 00:00:00.000000,2026-08-27T05:17:09.287600+00:00,D:/D drive recovery/Shiva JH/Projects/OneLake Medallion/data/landing/_reference/geolocation.parquet,_reference
30270,-19.92468463835193,-43.90432264946042,belo horizonte,MG,2016-01-01 00:00:00.000000,2026-08-27T05:17:09.287600+00:00,D:/D drive recovery/Shiva JH/Projects/OneLake Medallion/data/landing/_reference/geolocation.parquet,_reference
31515,-19.82150921426511,-43.96683064016958,belo horizonte,MG,2016-01-01 00:00:00.000000,2026-08-27T05:17:09.287600+00:00,D:/D drive recovery/Shiva JH/Projects/OneLake Medallion/data/landing/_reference/geolocation.parquet,_reference
33350,-19.69687998667802,-43.95746358594992,sao jose da lapa,MG,2016-01-01 00:00:00.000000,2026-08-27T05:17:09.287600+00:00,D:/D drive recovery/Shiva JH/Projects/OneLake Medallion/data/landing/_reference/geolocation.parquet,_reference
35540,-20.707432880919285,-44.83297587464295,oliveira,MG,2016-01-01 00:00:00.000000,2026-08-27T05:17:09.287600+00:00,D:/D drive recovery/Shiva JH/Projects/OneLake Medallion/data/landing/_reference/geolocation.parquet,_reference
35557,-20.18523031987543,-44.773348626815135,carmo do cajuru,MG,2016-01-01 00:00:00.000000,2026-08-27T05:17:09.287600+00:00,D:/D drive recovery/Shiva JH/Projects/OneLake Medallion/data/landing/_reference/geolocation.parquet,_reference
35790,-18.753471798241065,-44.42144421298016,curvelo,MG,2016-01-01 00:00:00.000000,2026-08-27T05:17:09.287600+00:00,D:/D drive recovery/Shiva JH/Projects/OneLake Medallion/data/landing/_reference/geolocation.parquet,_reference
80730,-25.4335612739339,-49.29695352080336,curitiba,PR,2016-01-01 00:00:00.000000,2026-08-27T05:17:09.287600+00:00,D:/D drive recovery/Shiva JH/Projects/OneLake Medallion/data/landing/_reference/geolocation.parquet,_reference
81750,-25.51882425644875,-49.2323511633389,curitiba,PR,2016-01-01 00:00:00.000000,2026-08-27T05:17:09.287600+00:00,D:/D drive recovery/Shiva JH/Projects/OneLake Medallion/data/landing/_reference/geolocation.parquet,_reference
82130,-25.38337265556421,-49.27019338449105,curitiba,PR,2016-01-01 00:00:00.000000,2026-08-27T05:17:09.287600+00:00,D:/D drive recovery/Shiva JH/Projects/OneLake Medallion/data/landing/_reference/geolocation.parquet,_reference
83321,-25.44450819623171,-49.17725474672523,pinhais,PR,2016-01-01 00:00:00.000000,2026-08-27T05:17:09.287600+00:00,D:/D drive recovery/Shiva JH/Projects/OneLake Medallion/data/landing/_reference/geolocation.parquet,_reference
84550,-25.62456160218538,-50.69617321748903,reboucas,PR,2016-01-01 00:00:00.000000,2026-08-27T05:17:09.287600+00:00,D:/D drive recovery/Shiva JH/Projects/OneLake Medallion/data/landing/_reference/geolocation.parquet,_reference
84940,-23.682410451768614,-49.82536034961159,siqueira campos,PR,2016-01-01 00:00:00.000000,2026-08-27T05:17:09.287600+00:00,D:/D drive recovery/Shiva JH/Projects/OneLake Medallion/data/landing/_reference/geolocation.parquet,_reference
85810,-24.94812606272721,-53.45992279514128,cascavel,PR,2016-01-01 00:00:00.000000,2026-08-27T05:17:09.287600+00:00,D:/D drive recovery/Shiva JH/Projects/OneLake Medallion/data/landing/_reference/geolocation.parquet,_reference
86390,-23.040032113250348,-50.07998674547623,cambara,PR,2016-01-01 00:00:00.000000,2026-08-27T05:17:09.287600+00:00,D:/D drive recovery/Shiva JH/Projects/OneLake Medallion/data/landing/_reference/geolocation.parquet,_reference
87083,-23.38219409935399,-51.95529780691714,maringa,PR,2016-01-01 00:00:00.000000,2026-08-27T05:17:09.287600+00:00,D:/D drive recovery/Shiva JH/Projects/OneLake Medallion/data/landing/_reference/geolocation.parquet,_reference
87502,-23.757178599774967,-53.29107393545511,umuarama,PR,2016-01-01 00:00:00.000000,2026-08-27T05:17:09.287600+00:00,D:/D drive recovery/Shiva JH/Projects/OneLake Medallion/data/landing/_reference/geolocation.parquet,_reference
88036,-27.590329257833734,-48.52015089439666,florianopolis,SC,2016-01-01 00:00:00.000000,2026-08-27T05:17:09.287600+00:00,D:/D drive recovery/Shiva JH/Projects/OneLake Medallion/data/landing/_reference/geolocation.parquet,_reference
88037,-27.60066334139297,-48.51412134485542,florianopolis,SC,2016-01-01 00:00:00.000000,2026-08-27T05:17:09.287600+00:00,D:/D drive recovery/Shiva JH/Projects/OneLake Medallion/data/landing/_reference/geolocation.parquet,_reference
88051,-27.490138109537263,-48.53100600075863,florianópolis,SC,2016-01-01 00:00:00.000000,2026-08-27T05:17:09.287600+00:00,D:/D drive recovery/Shiva JH/Projects/OneLake Medallion/data/landing/_reference/geolocation.parquet,_reference
88130,-27.639090286961377,-48.65256667241629,palhoca,SC,2016-01-01 00:00:00.000000,2026-08-27T05:17:09.287600+00:00,D:/D drive recovery/Shiva JH/Projects/OneLake Medallion/data/landing/_reference/geolocation.parquet,_reference
01021,-23.54516769470249,-46.63224867958328,sao paulo,SP,2016-01-01 00:00:00.000000,2026-08-27T05:17:09.287600+00:00,D:/D drive recovery/Shiva JH/Projects/OneLake Medallion/data/landing/_reference/geolocation.parquet,_reference
01220,-23.542757999999992,-46.64547398167813,sao paulo,SP,2016-01-01 00:00:00.000000,2026-08-27T05:17:09.287600+00:00,D:/D drive recovery/Shiva JH/Projects/OneLake Medallion/data/landing/_reference/geolocation.parquet,_reference
01328,-23.55542941271852,-46.64533779225576,sao paulo,SP,2016-01-01 00:00:00.000000,2026-08-27T05:17:09.287600+00:00,D:/D drive recovery/Shiva JH/Projects/OneLake Medallion/data/landing/_reference/geolocation.parquet,_reference
01423,-23.568918203156603,-46.656995139736914,sao paulo,SP,2016-01-01 00:00:00.000000,2026-08-27T05:17:09.287600+00:00,D:/D drive recovery/Shiva JH/Projects/OneLake Medallion/data/landing/_reference/geolocation.parquet,_reference
01547,-23.58385247100233,-46.62147971426509,sao paulo,SP,2016-01-01 00:00:00.000000,2026-08-27T05:17:09.287600+00:00,D:/D drive recovery/Shiva JH/Projects/OneLake Medallion/data/landing/_reference/geolocation.parquet,_reference
01550,-23.57203616319466,-46.61521226741304,sao paulo,SP,2016-01-01 00:00:00.000000,2026-08-27T05:17:09.287600+00:00,D:/D drive recovery/Shiva JH/Projects/OneLake Medallion/data/landing/_reference/geolocation.parquet,_reference
02028,-23.50751845268047,-46.6174707485429,sao paulo,SP,2016-01-01 00:00:00.000000,2026-08-27T05:17:09.287600+00:00,D:/D drive recovery/Shiva JH/Projects/OneLake Medallion/data/landing/_reference/geolocation.parquet,_reference
02066,-23.508759080212357,-46.602973042876144,sao paulo,SP,2016-01-01 00:00:00.000000,2026-08-27T05:17:09.287600+00:00,D:/D drive recovery/Shiva JH/Projects/OneLake Medallion/data/landing/_reference/geolocation.parquet,_reference
02258,-23.47623536441803,-46.58210664723873,sao paulo,SP,2016-01-01 00:00:00.000000,2026-08-27T05:17:09.287600+00:00,D:/D drive recovery/Shiva JH/Projects/OneLake Medallion/data/landing/_reference/geolocation.parquet,_reference
02430,-23.4779980335853,-46.650682027468456,sao paulo,SP,2016-01-01 00:00:00.000000,2026-08-27T05:17:09.287600+00:00,D:/D drive recovery/Shiva JH/Projects/OneLake Medallion/data/landing/_reference/geolocation.parquet,_reference
03066,-23.53685341271851,-46.57627420191585,sao paulo,SP,2016-01-01 00:00:00.000000,2026-08-27T05:17:09.287600+00:00,D:/D drive recovery/Shiva JH/Projects/OneLake Medallion/data/landing/_reference/geolocation.parquet,_reference
03220,-23.59081788893495,-46.55126574185525,sao paulo,SP,2016-01-01 00:00:00.000000,2026-08-27T05:17:09.287600+00:00,D:/D drive recovery/Shiva JH/Projects/OneLake Medallion/data/landing/_reference/geolocation.parquet,_reference
03402,-23.54881510978313,-46.53702200298793,sao paulo,SP,2016-01-01 00:00:00.000000,2026-08-27T05:17:09.287600+00:00,D:/D drive recovery/Shiva JH/Projects/OneLake Medallion/data/landing/_reference/geolocation.parquet,_reference
03480,-23.57744033305443,-46.50722430544172,sao paulo,SP,2016-01-01 00:00:00.000000,2026-08-27T05:17:09.287600+00:00,D:/D drive recovery/Shiva JH/Projects/OneLake Medallion/data/landing/_reference/geolocation.parquet,_reference
03564,-23.53321650340715,-46.50046729003948,sao paulo,SP,2016-01-01 00:00:00.000000,2026-08-27T05:17:09.287600+00:00,D:/D drive recovery/Shiva JH/Projects/OneLake Medallion/data/landing/_reference/geolocation.parquet,_reference
03643,-23.527569467943906,-46.53422207369149,sao paulo,SP,2016-01-01 00:00:00.000000,2026-08-27T05:17:09.287600+00:00,D:/D drive recovery/Shiva JH/Projects/OneLake Medallion/data/landing/_reference/geolocation.parquet,_reference
03910,-23.58577348430677,-46.51435485595141,sao paulo,SP,2016-01-01 00:00:00.000000,2026-08-27T05:17:09.287600+00:00,D:/D drive recovery/Shiva JH/Projects/OneLake Medallion/data/landing/_reference/geolocation.parquet,_reference
03951,-23.58848083957529,-46.48847306258296,sao paulo,SP,2016-01-01 00:00:00.000000,2026-08-27T05:17:09.287600+00:00,D:/D drive recovery/Shiva JH/Projects/OneLake Medallion/data/landing/_reference/geolocation.parquet,_reference
04275,-23.593755572854764,-46.61713462101102,sao paulo,SP,2016-01-01 00:00:00.000000,2026-08-27T05:17:09.287600+00:00,D:/D drive recovery/Shiva JH/Projects/OneLake Medallion/data/landing/_reference/geolocation.parquet,_reference
04313,-23.6358037821282,-46.63803244364944,sao paulo,SP,2016-01-01 00:00:00.000000,2026-08-27T05:17:09.287600+00:00,D:/D drive recovery/Shiva JH/Projects/OneLake Medallion/data/landing/_reference/geolocation.parquet,_reference
04401,-23.670706610046736,-46.66108764570951,sao paulo,SP,2016-01-01 00:00:00.000000,2026-08-27T05:17:09.287600+00:00,D:/D drive recovery/Shiva JH/Projects/OneLake Medallion/data/landing/_reference/geolocation.parquet,_reference
04445,-23.68080098473656,-46.6840241297536,sao paulo,SP,2016-01-01 00:00:00.000000,2026-08-27T05:17:09.287600+00:00,D:/D drive recovery/Shiva JH/Projects/OneLake Medallion/data/landing/_reference/geolocation.parquet,_reference
